"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"result.1",-0.723285378532865,0.92635553214238,0.478614157464888,2.88574748329861,-0.673556562265496,0.93141373188394,0.439047446578695,0,1
"result.2",-0.478705838649669,0.952539119468137,0.370776960146899,12.0693791993462,-0.559930480058295,0.94445407940298,0.379970454296908,0,2
"result.3",-0.421878160308734,0.95770812796523,0.335575090509182,3.79672281571367,-0.372828230650225,0.961798998789918,0.309733408127671,0,3
"result.4",-0.574888344437116,0.943330077389176,0.37951191673735,5.13112176774023,-0.54536782686574,0.945747073433624,0.37850961603368,0,4
"result.5",-0.468906781921549,0.95303952519942,0.375022677389068,4.45424422420094,-0.516644354745437,0.947589274590861,0.376175376664565,0,5
"result.6",-0.576409064746408,0.942630332580504,0.420272865346277,2.46374014214456,-0.56672569688254,0.943737048669807,0.339308283385095,0,6
"result.7",-0.470569144512569,0.95435341578387,0.296874436943976,8.39376772650125,-0.469424210677985,0.953544546468216,0.323353368009526,0,7
"result.8",-0.522504665167552,0.947092602405613,0.323231539642468,5.08138654362229,-0.483598321164496,0.95075077333665,0.35884296534513,0,8
"result.9",-0.501566673290859,0.950866584155343,0.387693347056192,2.50809117995866,-0.558161651676741,0.944821244824548,0.341958526974777,0,9
"result.10",-0.409221055836645,0.958565528797626,0.374101609675415,3.6163909186633,-0.453134706183709,0.955242835388425,0.35484631940707,0,10
"result.11",-0.474186705895914,0.951964993535273,0.369208667853775,6.28325160699068,-0.532745663145897,0.946748023536737,0.395689079084911,0,11
"result.12",-0.538616994390638,0.946405831013086,0.343898125469683,13.2711646687404,-0.582975751268261,0.941674046969989,0.374894066000867,0,12
"result.13",-0.558349686186691,0.944907283745875,0.402442593551689,5.3812816839352,-0.659371767587642,0.934647104549698,0.416194889585639,0,13
"result.14",-0.315066987671996,0.968637360975573,0.367039458633884,2.79526302681629,-0.281972741169817,0.971730577799399,0.309868094162458,0,14
"result.15",-0.604520802060786,0.941381763696633,0.369288931233997,3.25858106253393,-0.50053475375864,0.95054465959989,0.312257851988626,0,15
"result.16",-0.553823291441503,0.943800692996031,0.376140776764191,11.8697343046242,-0.503856987659922,0.949054588589182,0.360207065543175,0,16
"result.17",-0.588979833907747,0.941885006706969,0.316372411451408,14.6018752923603,-0.60906091571161,0.940575603232533,0.325219537501294,0,17
"result.18",-0.501543161883786,0.949321652843582,0.390749997359942,2.91960568696468,-0.455200449062149,0.95409262947436,0.36299723561165,0,18
"result.19",-0.203268209849939,0.980377311791852,0.28944392249852,3.13420782139639,-0.260061816580781,0.974417465648803,0.293620771483372,0,19
"result.20",-0.567652279487579,0.944024004042778,0.394945957788575,3.15937943078923,-0.513283631768307,0.948629647116364,0.365596242587112,0,20
"result.21",-0.638157846428731,0.938097420561268,0.37282966506594,5.02693880720508,-0.49319638680603,0.951244019254568,0.346538615014245,0,21
"result.22",-0.490565346793803,0.950944890827138,0.329163926659364,6.29609051139826,-0.482310109334519,0.951746918695015,0.356894281289474,0,22
"result.23",-0.735823186736116,0.927479446211727,0.438359873067217,31.5378520845733,-0.73391974709412,0.927555729942759,0.43736507507744,0,23
"result.24",-0.838660830464041,0.916718856977792,0.452198885713201,14.438705760668,-0.81958561280449,0.918138520916595,0.42569201288059,0,24
"result.25",-0.737576876003919,0.927668307911139,0.39151346667193,8.94114111989782,-0.682145481243027,0.933287002093878,0.380261595310487,0,25
"result.26",-0.575491363613047,0.94255509011325,0.37891489021113,2.79285035894236,-0.47058401192827,0.953430401745177,0.310697825773767,0,26
"result.27",-0.390384821462847,0.959680646637078,0.304097987943479,17.9467096265606,-0.560405977506714,0.943187923151668,0.37967085920766,0,27
"result.28",-0.572143759989519,0.942960263706488,0.348621831305642,5.36968156197193,-0.499126241268831,0.950584880882856,0.335702498783516,0,28
"result.29",-0.783280530366363,0.921338844475653,0.410763514277539,4.15804940765175,-0.633688677651321,0.93683720805065,0.380144107487722,0,29
