"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"result.1",-0.451030504605021,0.954818393648335,0.331287423671885,17.12405414353,5.48700523867478,-0.515483481172288,0.95073015240954,0.337859408333854,5.40214264929236,1
"result.2",-0.505018147349769,0.950050895033817,0.364966120348829,6.91019285157765,5.86303217939126,-0.509012440559822,0.950896137899133,0.370074146523868,6.38647594533576,2
"result.3",-0.753211309345415,0.926538785622513,0.518440471301355,2.47300866436637,4.96570640862863,-0.807409328614053,0.925500926294353,0.383514610402302,4.51771594030031,3
"result.4",-0.50674751614861,0.948598422055445,0.34414627415819,14.9785244130034,4.63607873521765,-0.602281997312363,0.942041572642662,0.392410267634065,7.00413925024375,4
"result.5",-0.485339508039813,0.950949325355489,0.321907853670272,4.46170153032897,4.12657715990514,-0.640396517719148,0.93940565671,0.35753350505632,4.89412989023283,5
"result.6",-0.526791099851611,0.94629784279777,0.355922563748991,9.95861338586954,7.79043271332259,-0.627255703053138,0.937631201554727,0.376559048049864,7.9944533744678,6
"result.7",-0.714744699157699,0.931883514940584,0.391992638251633,10.8996574459504,5.29782809419418,-0.619584855385662,0.943152436413877,0.376789677396471,5.21760238971272,7
"result.8",-0.134232649267207,0.985880023805259,0.228541577890623,10.7547910513969,3.6361368018076,-0.335564050360388,0.968787411268653,0.300315605429823,3.92664211749519,8
"result.9",-0.377786273415796,0.962616059991399,0.41769565786781,2.67444135554275,5.53190993749779,-0.529798177441325,0.949910143373013,0.400706588079063,6.97341560343947,9
"result.10",-0.449865704440932,0.954161468557321,0.357441784817771,7.52143129547967,4.89268097847308,-0.628976447864379,0.937928363938128,0.400252490234383,6.20797823741889,10
"result.11",-0.838401214184394,0.916030414559626,0.444332325910256,3.16854541341279,4.36847080037265,-1.00385284167036,0.904710088570029,0.470719644268515,5.07311743806013,11
"result.12",-0.623256105169634,0.93726399167323,0.379786062702535,2.74970212161744,4.83870613298776,-0.805110771007237,0.922865907097532,0.377533017098747,5.10636861515789,12
"result.13",-0.417921143974251,0.957083808554237,0.433318570520088,2.20842930037696,3.63287813363713,-0.528872972998201,0.949872406924272,0.326781910081473,3.80210774455783,13
"result.14",-0.607779939184909,0.940492762023536,0.386072708937538,6.64573078454546,6.49662941681304,-0.623874311547637,0.940497310971425,0.384328727009896,6.93479838037562,14
"result.15",-0.766036607730335,0.924184059140746,0.57444546814004,2.52279100057254,8.54662073779014,-0.792019801676284,0.924038598154205,0.485366001095244,8.33320268735114,15
"result.16",-0.640344120848186,0.938107853037641,0.326349973636872,9.65276375479165,5.22760868829515,-0.581510933215311,0.945493875505863,0.329494804266322,5.44699188592995,16
"result.18",-0.501250012461581,0.950708235223376,0.39660354482415,2.85434773748321,5.1115204040055,-0.520724398648588,0.951225955704384,0.336058778258598,4.93720223161323,18
"result.19",-0.559968149573697,0.943930043861932,0.383079796002363,5.36521801013817,5.15473070100127,-0.520327870324281,0.949709433715603,0.33221537127156,5.16960646864452,19
"result.20",-0.718646022209121,0.924389155456646,0.422589849946679,12.9228953147909,4.6213628641506,-0.671636438048382,0.933971692002729,0.37065883562361,4.67792747353075,20
