"","V1","V2","V3","V4","V5","V6","V7"
"result.113",-0.268830579960516,0.972834671039964,0.306700792468151,11.2033524368477,-0.418367200213605,0.95854390267481,0.334936987650824
"result.114",-0.376928366383665,0.963773318656383,0.397719065885536,2.21280653256076,-0.437437495265309,0.957356109189721,0.310053909893929
"result.115",-0.674486714274346,0.932959039824521,0.429694730534963,3.42473960623069,-0.595272755753921,0.941347109694294,0.409058617920317
"result.116",-0.46556952762745,0.953362053549275,0.320160452472539,3.87567401626976,-0.544377021420121,0.945279200725576,0.329322600773459
"result.117",-0.50335340976597,0.950567850516527,0.358951728407234,6.45344718332571,-0.422227501642189,0.957480940122101,0.338162046905501
"result.118",-0.480896027433794,0.950271152120891,0.450613334529925,2.39204816713225,-0.610900844388468,0.938494193880358,0.386334876195345
"result.119",-0.37529643040961,0.962602697289304,0.326779248372031,6.1374327232493,-0.485064368234002,0.951419696754265,0.360117396605087
"result.120",-0.46410761948122,0.954839864941794,0.36252888420211,4.86013030381173,-0.461018181917447,0.954500121804303,0.337022374064761
"result.121",-0.548491090344637,0.945634595044691,0.405229334098107,9.17913911281446,-0.634075898529035,0.936924189934448,0.41572886056212
"result.122",-0.839660699525846,0.913944587762243,0.443887678961536,3.95593503540285,-0.771746968294532,0.921363853798114,0.389943521014627
"result.123",-0.823443658415763,0.917696907263504,0.353344495747345,14.1188902598618,-0.842095605673085,0.91684736998399,0.36889758944667
"result.124",-0.460948791982871,0.954805408985038,0.414197861208071,2.43634853780142,-0.427820181593663,0.957125024102501,0.345974172071358
"result.125",-0.588957288656431,0.941764521326952,0.357402835457481,3.0128801417418,-0.641613058623375,0.935602368943896,0.358943125863749
"result.126",-0.501708675902975,0.950578726073942,0.342157992057845,15.5942286056771,-0.59320603123107,0.941238467975036,0.361868956156297
"result.127",-0.536005101838888,0.946826523043761,0.357532520321575,4.98878720995964,-0.530336708798904,0.947074138317252,0.343856813870014
"result.129",-0.469955590959623,0.954764026963669,0.365404285559757,3.63041995653199,-0.538364171905516,0.946954305810824,0.403649207232074
"result.130",-0.587569119555669,0.94091327558103,0.396629647555329,9.32238061840089,-0.540408382880714,0.945459874544365,0.369942654853879
"result.132",-0.766605791964809,0.924764509857949,0.418828668323059,13.6927329548202,-0.841564872821257,0.916659864547575,0.42464609952017
"result.133",-0.621158069538766,0.938636996068999,0.444267682501713,3.11054091194172,-0.617865220472133,0.938537549636064,0.435445124075765
"result.134",-0.523757226473421,0.947967348261802,0.398370538957449,2.85818774069055,-0.469834659348606,0.954221828149167,0.349181503628285
"result.135",-0.565105387837788,0.942189204418648,0.335451192786566,4.13328059795246,-0.598721212521632,0.939312504074917,0.363531797303653
"result.136",-0.327005034201222,0.967005011079165,0.286006560257281,3.88471221593031,-0.457068154152504,0.9545110783341,0.314276182450683
"result.137",-0.569879299940222,0.943979052598261,0.363588976778676,10.748145185028,-0.509560743517999,0.949426394531646,0.341214791418901
"result.138",-0.526117561432831,0.946510077527521,0.417375142308348,11.0896840768739,-0.539311194254156,0.945819702142583,0.423298001134754
"result.139",-0.436410594731854,0.956187186892223,0.345635744418332,2.64909865737221,-0.504833767531287,0.948849314886613,0.316028448414648
"result.140",-0.415873605568944,0.959283068889086,0.313358593151503,3.57765294956598,-0.57625686546833,0.94349096164411,0.337583828280734
"result.141",-0.46861361639725,0.954739254481614,0.378318922710545,11.6606155174394,-0.445015328028996,0.956068678766095,0.354824205770176
"result.142",-0.35672984006084,0.96309703080583,0.388263438591031,2.27299864645082,-0.28565121614912,0.971041838588521,0.255266820124136
"result.143",-0.516537669102035,0.950411618335511,0.36768622308052,18.686133017826,-0.534966139955669,0.948205009024987,0.364480872879967
"result.145",-0.277626446477801,0.971176039999413,0.341613481636556,3.50227678095847,-0.337494287411953,0.965908277156579,0.359319672951353
"result.146",-0.84321045584931,0.918430333742679,0.486477325965194,2.84487086846642,-0.582360741627138,0.94334240811872,0.390236314705632
"result.147",-0.423278229668729,0.958114441023119,0.327611230035851,17.5188589185469,-0.426904034804732,0.956675402782945,0.339829969339498
"result.148",-0.694737168033695,0.930413728620348,0.340016055778209,6.83694809759921,-0.61829271244108,0.93744786560392,0.313652277333393
"result.149",-0.610134031839841,0.938900360971527,0.37011204285066,7.94089885756093,-0.564958349909274,0.944159585671517,0.363564184413165
"result.150",-0.569391005243139,0.941689470716234,0.307584079428479,6.57779637951837,-0.576110094124774,0.941052652738077,0.307703256439243
"result.151",-0.44732040656832,0.955359812437442,0.3553863172453,5.09832768100919,-0.434960390976096,0.956386391788112,0.361007907771374
"result.152",-0.420018639997275,0.95901405519633,0.3011955710708,18.0214803904605,-0.462942194475826,0.954624550355521,0.306457152072126
"result.153",-0.241999022508322,0.975382280064707,0.230879192200667,2.87126341917115,-0.367471996060775,0.963289678413702,0.279605990093672
"result.154",-0.500504224047746,0.951302024527247,0.358917537171253,13.1224475281173,-0.508390216184266,0.949364008296053,0.372983682710415
"result.155",-0.625475124199784,0.93875996783393,0.404873847915862,7.37172293693587,-0.651203000757975,0.93620030554227,0.39215600659444
"result.156",-0.699694565806889,0.930358832702917,0.346397095125507,8.28283250557006,-0.74210761624788,0.925822539800347,0.333208392953699
"result.157",-0.488712957780203,0.950923394567252,0.389210932749256,3.67573818253842,-0.49427246550916,0.951380398144578,0.362853747040534
"result.158",-0.632814959989437,0.936485583631616,0.391888121134515,10.0421514383842,-0.645922000690335,0.934923645473702,0.381783953482014
"result.159",-0.638764514278139,0.936604316754145,0.412344085685613,3.81130074904391,-0.716287376137295,0.929335764752106,0.420283982588975
"result.160",-0.417302442849094,0.958708705725186,0.346274499350958,6.44246771419018,-0.407771540502462,0.960748133884024,0.321891026704453
"result.161",-0.431431476211952,0.957435219315654,0.31840345457828,8.28942806266696,-0.474721541657116,0.953133953492944,0.327365789645812
"result.162",-0.55406396242396,0.944939457688707,0.434668103970294,2.85899300310108,-0.526962269729437,0.94734653469497,0.387157824917329
"result.163",-0.491818536027663,0.95086370471135,0.371929477131122,3.45007616055056,-0.567233746643933,0.943829032288646,0.370590089233893
"result.164",-0.509655948351875,0.949237331665276,0.346662782889002,7.85360130539076,-0.454973852363254,0.95461411198925,0.346701272486406
"result.165",-0.404865430984505,0.958863914525407,0.348394338026717,15.3146408918716,-0.459107398988866,0.953820317655325,0.366829611608
