"","1991-12-13","","","","","","",""
"result.83",0.00906915858196999,0.0138974190911298,0.0138580717598771,0.0185620373590979,0.0196885538232223,0.0196431928681378,0.0270690565135077,83
"result.84",0.00441768801888198,0.014037174576309,0.0139973044717223,0.0184240849594554,0.0198865462255426,0.0198405489693059,0.0269021996897323,84
"result.85",0.0154193874069,0.0139655609072875,0.0139259588407512,0.018320775999976,0.0197850907273889,0.0197394197491931,0.0267108608514509,85
"result.86",0.00938856844790337,0.0145853046986915,0.0145433722173252,0.0196936171372847,0.0206630853329628,0.0206145754162819,0.0288003945870627,86
"result.87",-0.000576677249962465,0.0143894749635578,0.0143482814799754,0.0190510663032859,0.0203856522171506,0.0203380430785174,0.0277827139927208,87
"result.88",-0.0141853604375592,0.0143711985204433,0.014330073883805,0.0186563955186449,0.0203597598747294,0.0203122346306017,0.0271869360188428,88
"result.89",0.000195058748869492,0.0142869869824054,0.0142461792968547,0.0191992471237438,0.0202404569028474,0.0201933178302838,0.0280004743399531,89
"result.90",-0.00109749665462733,0.0142956597729054,0.0142548194658261,0.018702562039827,0.0202527436951883,0.0202055648808468,0.0271228055681502,90
"result.91",0.00435838576300362,0.0143547329028522,0.0143136702738289,0.0187129181088369,0.020336432939267,0.0202889832518949,0.0272535477628773,91
"result.92",-0.00628799082795606,0.0143125486898086,0.0142716448437099,0.0188349919409291,0.0202766703212163,0.0202294140965691,0.0273925919816012,92
"result.93",-0.0013944905419585,0.0141903431245467,0.0141498986290785,0.0187293525662312,0.0201035409917196,0.0200568443179989,0.0272671172539466,93
"result.94",0.00161449470565689,0.0140835570800633,0.0140435131971444,0.0185750094954255,0.019952256586258,0.0199060477574093,0.0270630608930533,94
"result.95",0.00708783329001061,0.0140517047453486,0.0140117802163999,0.0183343102057423,0.0199071311998651,0.0198610676857314,0.0267311464429869,95
"result.96",0.00708619480069661,0.0137891886174444,0.0137502452638714,0.0182796240855712,0.0195352230865993,0.0194903536640894,0.0265754094050384,96
"result.97",-0.00584913198470627,0.0139958964581339,0.0139561808911068,0.018440102521491,0.0198280672773237,0.0197822581450495,0.0269406294528078,97
"result.98",0.0105614527820999,0.0139178787233405,0.013878454939281,0.0183068687472323,0.0197175391022242,0.019672085107338,0.026670132667121,98
"result.99",-0.000167935232778582,0.013891594219551,0.0138522686494795,0.0184148540486004,0.019680301694045,0.0196349672203908,0.0268442090420437,99
"result.100",-0.000119926105730528,0.0138320164180286,0.0137929132982251,0.0181168381268347,0.0195958974788297,0.0195508336819969,0.0263434265290057,100
"result.101",-0.00225788667951221,0.0138103955453559,0.0137713730957572,0.0181362288485271,0.019565267063733,0.0195203014146799,0.0264152834614609,101
"result.102",0.000480783760775871,0.0136669996914591,0.0136285114932164,0.018018041389207,0.01936211733004,0.0193178015243163,0.0262552621649999,102
"result.103",0.00584755438225315,0.0136168878617653,0.013578586045675,0.0179308919350163,0.0192911236117297,0.0192470344499114,0.0261306914981942,103
"result.104",-0.00527081649264538,0.0136175849544529,0.0135792805467858,0.0178521763758317,0.0192921111869637,0.0192480188739736,0.0260797663517624,104
"result.106",-0.0079798803189215,0.0134840771459253,0.0134462684878898,0.0175111554394883,0.0191029699042033,0.0190594802683179,0.0255032137114315,106
"result.107",-0.00740991682716885,0.0134316048291581,0.013393990688165,0.0175099849391483,0.0190286320702384,0.018985378840604,0.0255227029918605,107
"result.108",0.0066107957850523,0.0134151169617169,0.0133775639036955,0.0176273839279645,0.0190052736132955,0.0189620946131086,0.0257777247150907,108
"result.109",0.00858684219201322,0.0134825746387222,0.0134447715531039,0.017558660818847,0.0191008412935716,0.0190573584306506,0.02581455200438,109
"result.110",-0.00235640194689157,0.0134562768438045,0.0134185712656674,0.0176438496049353,0.0190635850557541,0.0190202207026644,0.0257641509648237,110
"result.112",0.00343564008936159,0.0133722854500533,0.0133348909852131,0.0174907212737125,0.0189445939635462,0.0189016076721842,0.025659568329584,112
"result.113",-0.00632396137878199,0.0133420268221656,0.013304744321907,0.0171922148610741,0.0189017263908156,0.018858876134054,0.0251711614276705,113
"result.114",0.00184562325468995,0.0134278276310553,0.0133902274851394,0.0175018128214112,0.0190232808918935,0.018980044669739,0.0256580514885482,114
"result.115",0.0110265850019271,0.0133443316509911,0.0133070406244613,0.0173550707245177,0.0189049916551127,0.0188621310395476,0.0253730833953098,115
"result.116",-0.00334094941554852,0.0132700921477138,0.0132330755745826,0.0174301149367752,0.0187998161224172,0.0187572889110541,0.0254248663047327,116
"result.117",0.00468380611048769,0.0133450567737086,0.0133077630646383,0.0173097412068283,0.0189060189406476,0.0188631550659935,0.0252144846244343,117
"result.118",-0.00914784437747063,0.0134325505823014,0.0133949329369969,0.0174298313761338,0.0190299719241764,0.0189867144359042,0.0254580155107787,118
"result.119",0.00263255596558309,0.0133823767530927,0.0133449449341256,0.0175543840711352,0.0189588903708042,0.0189158586921607,0.0257388693762007,119
"result.120",-0.00321311139602898,0.0133618805238385,0.0133245245668476,0.0173514478979321,0.0189298532445363,0.0188869137408076,0.025375709416551,120
"result.121",0.000532213270447279,0.0132914587279558,0.0132543632038491,0.0172613496919423,0.0188300862799267,0.0187874631672358,0.0252457671640255,121
"result.122",-0.000290324612800319,0.0133002834785501,0.0132631553373344,0.0173095354429854,0.0188425883550352,0.0187999256206481,0.0254278516387378,122
"result.123",-0.00801536211338139,0.0132274962347978,0.0131906369636212,0.0172474667931655,0.0187394702467785,0.0186971340904805,0.0253644091115092,123
"result.124",-0.00687623809541105,0.0129775055426435,0.0129415669463739,0.0170205068224432,0.0183853069906021,0.0183440885534694,0.0249037948026123,124
"result.125",0.00441012114128547,0.0130233074131141,0.0129872004593281,0.0168533316071806,0.018450194764803,0.0184087720038022,0.0245461071976466,125
"result.127",0.00129260182065583,0.0132004322443393,0.0131636728530466,0.0171345282309463,0.0187011285353194,0.0186589136775908,0.0250956668834244,127
"result.128",-0.00481305081661354,0.0129772317383257,0.0129412941480567,0.0168174030426195,0.0183849190904297,0.0183437018741373,0.0244392420921613,128
"result.129",-0.0149525272751685,0.012886560332241,0.0128509555966829,0.016714505655253,0.0182564643862193,0.0182156510443647,0.0243076674758975,129
"result.130",-0.00323702132304415,0.0130627620412369,0.0130265099442326,0.0175213534434846,0.0185060903641343,0.0184644914290217,0.0259038270982106,130
"result.131",0.00673609543215292,0.0132435748247204,0.0132066561916488,0.0170141002694104,0.0187622488778985,0.0187198406250744,0.024953633669979,131
"result.132",-0.000669134047190489,0.0132563742198712,0.0132194083190242,0.0173480943900483,0.0187803818548744,0.0187379161915615,0.025525232356126,132
"result.133",0.00158529458946877,0.0131517441574331,0.0131151643235867,0.0169980560850876,0.0186321518416506,0.0185901550207959,0.0248689603834282,133
"result.134",-0.000495155228124489,0.0131621341474002,0.0131255160098149,0.0170996443964327,0.0186468714003709,0.0186048280700319,0.0250624677960842,134
"result.135",-0.00178447803879322,0.0130586199932807,0.0130223831388534,0.0169239583453941,0.0185002223008937,0.018458641868186,0.0248212290093137,135
"result.136",0.000818322068890431,0.0129961362963584,0.0129601292351751,0.0168738228274124,0.0184117012869009,0.018370399762226,0.0247511615783013,136
"result.137",0.013515856867623,0.0129215507925338,0.0128858176751336,0.0169410671235974,0.0183060355732252,0.0182650664711659,0.0248816299744286,137
"result.138",-0.00195816135256699,0.0129409065716928,0.0129051024000901,0.0170049236906171,0.018333457017242,0.0182924017006414,0.0248976307865,138
"result.139",0.0115467163974934,0.0129389108915419,0.012903114047198,0.0167001248833057,0.0183306297256607,0.0182895832999392,0.0243353986509069,139
"result.140",-0.00269209162303063,0.0128912421565346,0.0128556202480823,0.0170672042481937,0.0182630971536994,0.0182222629777229,0.0249745718511052,140
"result.141",0.00501450170219186,0.0130226924693559,0.0129865877769433,0.0169819571013092,0.0184493235704295,0.0184079035540847,0.0248562217983697,141
"result.142",-0.0113731286647551,0.0130179960720866,0.0129819086491025,0.0168409802634647,0.0184426701573202,0.0184012711010055,0.024664122292847,142
"result.143",0.00273356363691679,0.0131803206011298,0.0131436353995511,0.0173043236477429,0.0186726362543297,0.0186305114892846,0.0253959089932909,143
"result.144",0.00958155067045929,0.0129420296032592,0.0129062213082634,0.0168049269051356,0.018335048022557,0.0182939877026129,0.024610307699294,144
"result.145",0.000941024373421584,0.0128197958732912,0.012784435861569,0.0167685157613461,0.0181618787919362,0.0181213623143535,0.0244428880914054,145
"result.146",0.000602780046977003,0.0129590709042944,0.012923200028446,0.0168428635741361,0.0183591905320739,0.0183180542741397,0.0246699903826619,146
"result.147",0.00675036625034675,0.0128933291483477,0.0128576995843375,0.0167366432682255,0.0182660538070323,0.0182252103432532,0.0245141026105546,147
"result.148",-0.00138955675511632,0.0130554534042702,0.0130192282019621,0.0168695817110509,0.0184957361759714,0.0184541698871712,0.0248390631579008,148
"result.149",0.00105435405169629,0.013009646456517,0.0129735897326455,0.0167282276266598,0.0184308412087475,0.0183894794114323,0.0245882543856148,149
"result.150",-0.00460900040728607,0.0129970566614972,0.0129610462175052,0.0168147755521693,0.0184130051735067,0.0183716995433869,0.0247861580338878,150
"result.152",2.41930608195773e-05,0.0127686755085037,0.0127335026650641,0.0164186223652877,0.0180894562761367,0.0180491668011982,0.0240181989475906,152
"result.153",-0.00686325309756075,0.0131175172829856,0.013081063577367,0.0171368450039554,0.0185836624311051,0.0185418187481687,0.025630669581092,153
"result.154",0.00279460705552559,0.0126693787566197,0.0126345689415004,0.0165418680609921,0.0179487819947681,0.0179089327017508,0.0243172429251782,154
"result.155",-0.00116545517290323,0.0126418407391,0.0126071314783971,0.0163751759962503,0.0179097687264189,0.0178700413329622,0.023989716285012,155
"result.156",-0.000145775928792169,0.0125473643509721,0.0125129996556765,0.0161554156084764,0.0177759234821693,0.0177366137118113,0.0235952209985215,156
"result.157",0.0144261783807522,0.0127164183210127,0.0126814366169086,0.0164001295280224,0.0180154232170722,0.0179753655217851,0.024093675956063,157
"result.158",0.0112177943242617,0.0126462560219309,0.0126115306425802,0.0167272822184435,0.0179160238830818,0.0178762769501404,0.0245360997570723,158
"result.159",0.00399457353729371,0.0125768466278871,0.0125423744764177,0.016456240307875,0.0178176911940184,0.0177782511978464,0.0240178687173462,159
"result.161",0.00207230737877939,0.0127368924984737,0.0127018359297537,0.0163103670760954,0.0180444291024244,0.0180042806294196,0.0238192185466327,161
"result.162",-0.00171878555782357,0.0128919575943129,0.0128563330615137,0.0166883283121396,0.0182641107185404,0.0182232733586787,0.0244687239238588,162
"result.163",-0.00512666182993371,0.0127984146165616,0.01276313291104,0.0164690102514708,0.0181315878421557,0.0180911663409873,0.0240622652939452,163
"result.164",-0.00379697649700894,0.0126366182234179,0.0126019280265055,0.0162940398227344,0.0179023699583141,0.0178626656741514,0.023807850950538,164
"result.165",-0.00407398325865316,0.0125696002613651,0.0125351545270505,0.0163606400487993,0.0178074252247384,0.0177680172446131,0.0240124568099272,165
"result.166",0.00128834084002882,0.0126180702243559,0.0125834477175388,0.016193105895724,0.0178760929010124,0.0178364706681222,0.0236774216718904,166
"result.167",-0.00124062186839513,0.0126141594826734,0.0125795512447908,0.0161943278315263,0.0178705525307024,0.0178309475934029,0.0238605484792261,167
"result.168",-0.00267723784085572,0.0123818126621345,0.0123480501975521,0.015929197218588,0.0175413854492561,0.0175028052804791,0.0233333088401732,168
"result.169",-0.000119658650311827,0.0123976602063536,0.0123638401790416,0.0159755323277746,0.0175638367566151,0.0175251868684185,0.0234860592984785,169
"result.170",0.00520509498792077,0.0124425835433684,0.0124086002424022,0.0159595826234865,0.0176274799073823,0.0175886322432532,0.0235495189879416,170
"result.171",0.0019746298117207,0.0122628364182376,0.0122295055215531,0.0157309782420073,0.0173728311179744,0.017334773538785,0.0230089329735436,171
"result.172",0.00142505726656861,0.0123763240578043,0.012342581525111,0.015683369834948,0.0175336097118262,0.0174950536834686,0.0230341610051452,172
"result.173",-0.00750421971747794,0.0122124433921229,0.012179294974267,0.0155798392591018,0.0173014390270581,0.0172636023483435,0.0229089515495616,173
"result.175",-0.00818624906158227,0.0120959457054894,0.0120632184179144,0.0153521506549704,0.0171363960821438,0.0170990690551704,0.0224998872326911,175
"result.176",-0.0100053040157748,0.0120550876745043,0.0120225078458489,0.0154033439537973,0.0170785122738764,0.0170413636519342,0.0225904420782948,176
"result.177",0.00216454309738179,0.0121717197943028,0.0121387187038735,0.0157915824069918,0.0172437456710313,0.017206087311699,0.0232499846068444,177
"result.178",0.00460545949642999,0.0125497217777806,0.0125153484925207,0.0163731589126233,0.0177792632623337,0.0177399430822831,0.0242839739653352,178
"result.179",4.8338652995028e-05,0.0122469064990938,0.0122136333067075,0.01572907673862,0.0173502631095843,0.0173122753887682,0.0231132828308568,179
"result.180",0.00316283327487632,0.0120992606080179,0.0120665213513078,0.01534708511641,0.0171410923236905,0.0171037508145631,0.0224863706752439,180
"result.181",-0.00195446152648771,0.0119555668689557,0.0119233456916348,0.0152987723745059,0.016937520574352,0.0169008057623401,0.0224250680502527,181
"result.182",0.004915099607671,0.0119033957138797,0.0118713622512203,0.0152193371080738,0.0168636093978947,0.0168271215756945,0.0223061407533841,182
"result.183",0.00458007864670851,0.0118825802929692,0.0118506216676693,0.0151593176364849,0.0168341200709747,0.016797722732214,0.0221870992085366,183
"result.184",0,0.0118926149231342,0.0118606202246028,0.0151465666515256,0.0168483361894474,0.0168118952365504,0.022159171737709,184
"result.185",-0.00215559205484173,0.0119663336488358,0.0119340737064206,0.0153316918904952,0.0169527739335464,0.0169160122403511,0.0225348193149988,185
"result.186",-0.00634980254297179,0.0119109844536709,0.0118789236991503,0.0151077506762177,0.0168743604093535,0.0168378395877298,0.0221329796001568,186
"result.187",0.00462201841141141,0.0118853932324399,0.0118534244957615,0.0151178387074073,0.0168381051785715,0.016801695614852,0.0221613821679203,187
"result.188",0.00858545052571458,0.0117349165254055,0.0117034878435689,0.0149671353791922,0.0166249239593625,0.0165891671600846,0.0218823445684176,188
"result.189",-0.000881505186000275,0.0119256894034763,0.0118935757521612,0.0153744380400905,0.016895192996607,0.0168586082132904,0.0226055682527664,189
"result.190",0.0134700555017968,0.0118139860923421,0.0117822738491,0.0150273239002274,0.0167369422711161,0.0167008427762099,0.0219702295073821,190
"result.191",-0.0130173194353684,0.0117925482439389,0.0117609129290983,0.0155097869815395,0.0167065711475729,0.0166705646337206,0.0227393575809971,191
"result.192",0.000357331875427747,0.0120558990433537,0.0120233162876318,0.0157524908430008,0.017079661744809,0.0170425095817777,0.0230866603751439,192
"result.193",2.37661485478213e-05,0.012569862467906,0.0125354157777693,0.0161278890830957,0.0178077966942638,0.0177683875557548,0.0236794975196609,193
"result.194",0.007118650116543,0.0124795597458061,0.0124454419449691,0.0160276565388729,0.0176798643067642,0.0176408536981327,0.0235305764776845,194
"result.195",-0.00186961606170666,0.0123778425936578,0.0123440945466129,0.0159742623377133,0.0175357610303379,0.0174971983233334,0.0234132112326297,195
"result.196",-0.0119151152780672,0.0122937072924216,0.0122602645162786,0.0157427985616339,0.0174165660635666,0.0173783730291248,0.0231407464256428,196
"result.197",0.000718893351887573,0.0122556310311737,0.0122223262374845,0.0160105837178784,0.0173626232045265,0.0173245972268248,0.0235792302008242,197
"result.198",0.00246437898238483,0.0123868311417894,0.0123530504506633,0.0158546594859398,0.0175484951583442,0.0175098929141697,0.0233455105250691,198
"result.199",-0.00989416338634808,0.012221534077689,0.0121883527553095,0.0155013566913382,0.0173143178537671,0.0172764413452242,0.0227286083464985,199
"result.200",0.00546348157886101,0.0122912284804144,0.0122577946903348,0.0158694915711782,0.017413054316286,0.0173748721620441,0.0233230619827508,200
"result.201",0.0004319382939455,0.0123288375320172,0.0122952673547516,0.0159045440609784,0.0174663352767155,0.0174279879769514,0.0232408865911901,201
"result.202",0.00239635875221911,0.0121848928276407,0.0121518440940562,0.0154948133579937,0.0172624079833881,0.0172246919614096,0.0226553735624431,202
"result.203",-0.00362066600722954,0.0120809349122126,0.0120482618139661,0.0154698062892648,0.0171151302046937,0.0170778687423692,0.0226588094522937,203
"result.204",-0.0140793073430308,0.0120185045342609,0.0119860566299437,0.0153771426676688,0.0170266847279734,0.0169896956943276,0.0225568860470059,204
"result.205",-0.00709013280569071,0.0123194351504239,0.0122858990801333,0.01622421717624,0.0174530148684582,0.0174147088693886,0.0238571397275096,205
"result.206",-0.000957383319520666,0.0123512206242467,0.0123175692266599,0.0158160499661255,0.0174980455326406,0.0174595998763962,0.0231672158284676,206
"result.207",-0.0072218324679012,0.0123956901705853,0.0123618773000018,0.0157820848517632,0.0175610457955671,0.0175224045757361,0.0232104941573604,207
"result.208",0.00862074304390692,0.0123361559106385,0.0123025591815988,0.0158229993033287,0.0174767032659346,0.0174383238132449,0.0232069911180045,208
"result.209",-0.0125616981689802,0.0123822415040209,0.0123484774820142,0.0159299969358395,0.0175419929920295,0.0175034109369605,0.0233552660475928,209
"result.210",0.0118011441529049,0.0124838303516341,0.0124496970102044,0.0162369134379796,0.0176859144986921,0.0176468850615592,0.0239152570211017,210
"result.211",0.00455466669496118,0.0127841365983485,0.0127489071663334,0.0166443641797815,0.0181113600913605,0.018071001988254,0.0245629335439334,211
"result.212",0.00017102618057141,0.012954238583653,0.0129183854556132,0.01653995088129,0.0183523445555167,0.018311229833877,0.0243048536105646,212
