"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"result.1",-0.675991626074891,0.931525728961083,0.459018175845277,3.00200540525137,-0.66600424209594,0.93215337515951,0.441944557131575,0,1
"result.2",-0.533485941090595,0.94740847106703,0.382756323295555,18.6549878622241,-0.56633835502854,0.943578339629486,0.376586707744933,0,2
"result.3",-0.384650635289458,0.961872698959847,0.33830273037961,2.91725289918704,-0.386793591629515,0.960402851769933,0.320168086247007,0,3
"result.4",-0.635884852636426,0.937410507648889,0.397799995576065,4.53580272616586,-0.547560911526308,0.945559757886682,0.377027912197688,0,4
"result.5",-0.39600242215845,0.960600299081127,0.347799853572933,7.22952552424842,-0.50172397503297,0.949142363132405,0.385367068605813,0,5
"result.6",-0.598326875073872,0.941083362706501,0.512969942633987,2.20789081834159,-0.535017019525752,0.946829801237308,0.338343281389328,0,6
"result.7",-0.483228980770791,0.953176549884943,0.325814286814349,3.54610705599008,-0.45143199877749,0.955366395249661,0.310789761178302,0,7
"result.8",-0.525162282597617,0.94693188822946,0.325561743520952,6.06498865117462,-0.468639118344107,0.952260523694123,0.354455300642514,0,8
"result.9",-0.415284194358292,0.959537266529088,0.342809964215742,2.63884271842029,-0.537142967241785,0.946781358281378,0.33743767812079,0,9
"result.10",-0.47235136266447,0.952636846232076,0.399667252816308,3.18472844167673,-0.469908721644178,0.953669695684035,0.362533155537815,0,10
"result.11",-0.436161313544592,0.955983192265475,0.377916160522549,4.90081961138216,-0.507589482795339,0.949213231634832,0.399491408671555,0,11
"result.12",-0.478493081023309,0.952227267860036,0.331310575145486,13.2491770616918,-0.590549239362499,0.940978710646312,0.382845167351748,0,12
"result.13",-0.598484950254805,0.941206357924977,0.397518944922905,6.13383252280741,-0.63987509720564,0.936480592776966,0.402006232145274,0,13
"result.14",-0.281812489116009,0.972578211068483,0.372451370789797,2.40771753616705,-0.279837828027802,0.972055862257762,0.301906449444481,0,14
"result.15",-0.67059325458995,0.935358345068039,0.418089370232009,2.68758924304436,-0.557854101992447,0.945079061813159,0.326532122974348,0,15
"result.16",-0.628841781821738,0.93603784631643,0.401303494734246,6.61015512805797,-0.497878595428618,0.949690584534925,0.356940649605137,0,16
"result.17",-0.621186637094741,0.938754210972499,0.322634867382805,6.46491318640196,-0.672804358808815,0.934399832207814,0.347980096730356,0,17
"result.18",-0.594307346503407,0.94005282343599,0.41485171435886,3.21748113759566,-0.462797891140733,0.953355351478327,0.369963200331025,0,18
"result.19",-0.173721679884901,0.983377695485654,0.281409047156976,6.25316609953544,-0.258451120920709,0.974544091970676,0.301821104323116,0,19
"result.20",-0.509888083777528,0.950244129833606,0.389550446212837,2.96439721064734,-0.513571955945992,0.948576128185463,0.373276884623676,0,20
"result.21",-0.728388018302943,0.92943307192413,0.412555853016467,3.34024637274371,-0.441674475806403,0.95628653217844,0.333113302650544,0,21
"result.22",-0.510808596950591,0.94905303933847,0.341382301682405,4.90907600357016,-0.486003554852274,0.951335975324241,0.352932648861568,0,22
"result.23",-0.789438424317648,0.922319096436645,0.441892943210476,25.8564546499727,-0.721411509435753,0.928653084976524,0.43085039838399,0,23
"result.24",-0.789768577673335,0.92182535098806,0.449057294247239,7.032509770714,-0.816155548149035,0.918323555602566,0.434639691511065,0,24
"result.25",-0.902011352779289,0.911492698618992,0.422694256700012,6.42852196048551,-0.772428308650546,0.924273501497599,0.396223589594731,0,25
"result.26",-0.542359320034458,0.946398759821379,0.351205510564389,3.25579705283454,-0.468307467379364,0.953808994686778,0.315180050034476,0,26
"result.27",-0.438488960871382,0.955054682551855,0.329322062603406,16.0678864951624,-0.573150409434658,0.942009420029956,0.397044191301725,0,27
"result.28",-0.48838889157893,0.951596801628787,0.346875635884446,5.80686166124236,-0.454451403601679,0.95506044163775,0.330840298551537,0,28
"result.29",-0.572213867626974,0.94339297657135,0.515518678304335,2.21233611676386,-0.610052346874147,0.939075019552763,0.380404198792253,0,29
"result.30",-0.469320254172474,0.953715911285103,0.345694553333712,7.27361505942262,-0.508440818267792,0.949764348698563,0.34142000861638,0,30
"result.31",-0.640187833343659,0.934940370714565,0.461139050991563,2.40143362230477,-0.595255157682963,0.940342537821046,0.350556782543121,0,31
"result.32",-0.465118455935826,0.954255120840482,0.329185052135286,12.4367333453792,-0.514994015970746,0.947896465382015,0.368120739235042,0,32
"result.33",-0.424585272817004,0.956739738335237,0.370869022477543,3.35447705834494,-0.533696632140329,0.946355660697129,0.408813384153099,0,33
"result.34",-0.681211896892067,0.933999270519278,0.367301615872679,6.99541145163654,-0.683060072482494,0.933260537633858,0.393213742792951,0,34
"result.35",-0.501132204834164,0.949350276265278,0.368496167662222,4.60617371120552,-0.537705272753336,0.946301209428153,0.357165014936992,0,35
"result.36",-0.514807756310187,0.948588968609219,0.363732490243293,3.67538408727553,-0.580067855593538,0.942526439825656,0.350090660384927,0,36
"result.37",-0.537280414433223,0.946578728085295,0.337939303197807,20.9707779159386,-0.606814596400279,0.939650945763055,0.369760851919001,0,37
"result.38",-0.644290492918008,0.934772711905171,0.393729323411607,7.9539224753827,-0.635303474597222,0.936400626730366,0.405120685509289,0,38
"result.39",-0.705145549411199,0.930360256427311,0.438118174047258,3.97928924322043,-0.651185995815663,0.935074898082691,0.41824635925297,0,39
"result.40",-0.844317963377446,0.916104452718501,0.379960944325765,3.26078948228022,-0.605908306093209,0.93962950320055,0.344863991871509,0,40
"result.41",-0.509289917171547,0.950019420624594,0.383998981965651,5.3829045587395,-0.498050423523628,0.951049461535489,0.376450857113645,0,41
"result.42",-0.856604508904891,0.91509179667816,0.438112511474823,9.08989496854402,-0.757410617773231,0.924502500469749,0.416216279978093,0,42
"result.43",-0.50214048898743,0.95065786575187,0.442778373418606,2.28442548225362,-0.700015908168163,0.930045494408379,0.408109554581398,0,43
"result.44",-0.725697655215076,0.926395357063815,0.390607202802029,3.43721850016345,-0.795112433042898,0.919961424010266,0.387075150039908,0,44
"result.45",-0.27811574558915,0.972855515607515,0.302767817667692,3.1128568135585,-0.417937275283693,0.959714778335011,0.320978163323488,0,45
"result.46",-0.514788271045627,0.949160655816971,0.345016448826836,9.18655938529411,-0.59493176945298,0.940814494595622,0.351254096670957,0,46
"result.47",-0.503224612311577,0.949587402203044,0.380943490299539,14.7000774820244,-0.570773441624552,0.943158733528892,0.396804509291165,0,47
"result.48",-0.812911239086681,0.919588974498222,0.394168040886266,3.77130423804417,-0.588745427847549,0.940900553913765,0.364361872688906,0,48
"result.49",-0.444960134248337,0.955089287787982,0.344115926943829,8.47100011845014,-0.553788255610452,0.944730391010974,0.349838820803594,0,49
"result.50",-0.505295663669958,0.950047326154075,0.359740366914375,2.96632228083708,-0.60110814549654,0.940204722875251,0.386839737280895,0,50
"result.51",-0.867169600819862,0.913722697472711,0.451269426828549,12.5711652175867,-0.794308317855442,0.921866070403917,0.425387618434851,0,51
"result.52",-0.394513575378038,0.959727623367365,0.290985796947915,18.2435957315763,-0.531776825118497,0.946619659345255,0.328427800950276,0,52
"result.53",-0.655500888149612,0.934301451301012,0.370617008378186,3.88797838030317,-0.687926448260997,0.931368681333736,0.374730290585065,0,53
"result.54",-0.575878362131176,0.943334578963753,0.356097521694643,2.63397232328562,-0.472297248330478,0.952816274935143,0.310852203956843,0,54
"result.55",-0.285091390955782,0.969549925322233,0.274514897910826,9.73026897562253,-0.42064794690868,0.956328142045017,0.321740502325866,0,55
"result.56",-0.423770956712021,0.957996394165521,0.308632450350877,2.86085852484314,-0.480407346354003,0.952060595143129,0.343214925366785,0,56
"result.57",-0.456580618336771,0.954380041727989,0.26483555453821,11.6283202130523,-0.374999548597759,0.962724654355076,0.298581425542227,0,57
"result.58",-0.518778398549398,0.948204203287915,0.406123839154811,3.58414025210676,-0.523464204120813,0.947908939492781,0.383250334364809,0,58
"result.59",-0.63747616294258,0.938035729373609,0.386446147253829,3.16451222913906,-0.643813863757153,0.936472176303212,0.388195671652598,0,59
