"","V1","V2","V3"
"result.226",0.0122355203679658,0.0115039572083546,226
"result.227",0.0122843512018439,0.0123227863097455,227
"result.228",0.0118596974689775,0.0121166665595425,228
"result.229",0.0117087884052691,0.0117449797390847,229
"result.230",0.0116053861660302,0.0116854064553777,230
"result.231",0.0121643602661162,0.011603127714416,231
"result.232",0.0148745188760006,0.0122909972065415,232
"result.234",0.0150265207789742,0.0142700191937521,234
"result.235",0.0145729883863019,0.014507159338244,235
"result.236",0.0139374160036756,0.0139029510383395,236
"result.237",0.013144394041286,0.0133912962947207,237
"result.239",0.0144252969097064,0.0148233270133247,239
"result.240",0.0134316041046448,0.013680379965713,240
"result.241",0.0131107685392173,0.0129606128776558,241
"result.242",0.0158716782957015,0.0129315455859782,242
"result.243",0.0152936680661507,0.0155634994383504,243
"result.244",0.0151558665056023,0.0145108255294772,244
"result.245",0.0184363948873567,0.0147363878493039,245
"result.246",0.0186898130468522,0.0179987401475401,246
"result.247",0.0170598730769591,0.0174602713267191,247
"result.248",0.0155822526607647,0.0158878063253454,248
"result.249",0.0144558539320554,0.0146475689359633,249
"result.250",0.0133723094928667,0.0137240214686685,250
"result.251",0.0125037061380836,0.0128210599937617,251
"result.252",0.0127122605642875,0.0122835772089829,252
"result.253",0.0125066577559551,0.0125868992727121,253
"result.254",0.0120570816349824,0.0122934453214256,254
"result.256",0.0142909901169866,0.0117416792396838,256
"result.257",0.0140513935703983,0.0142984185747039,257
"result.258",0.0135221553295142,0.0135080410008257,258
"result.259",0.0128104819084002,0.0131360322558791,259
"result.260",0.0122123925389571,0.0124837307121695,260
"result.261",0.0117950766476927,0.0120252549931124,261
"result.262",0.019517712638733,0.0120866508324653,262
"result.263",0.0190268090193681,0.0182686680381536,263
"result.264",0.0174146557598611,0.0178696945816981,264
"result.265",0.0164241237074908,0.0165733633234808,265
"result.266",0.0155171300333262,0.0156859284769197,266
"result.267",0.0152780323720739,0.0150099425209973,267
"result.268",0.0182071375671909,0.0150416335009496,268
"result.269",0.0173919035903634,0.0171343448435337,269
"result.270",0.0163367568263565,0.0166053707635783,270
"result.271",0.0164057881270124,0.0157957168333027,271
"result.272",0.0156270051556039,0.0157444101945075,272
"result.273",0.0175077431980118,0.0153353697952312,273
"result.274",0.016104839513277,0.016536270556891,274
"result.275",0.0152771231300216,0.0155707880290876,275
"result.276",0.0146864301806959,0.014816316895967,276
"result.277",0.0138512805003521,0.0142219533566887,277
"result.278",0.0131830502519726,0.0135301804565202,278
"result.279",0.0128845320836591,0.0129039298157849,279
"result.280",0.012890405139765,0.0127730988155079,280
"result.281",0.0147348263319913,0.0128607417145545,281
"result.282",0.0144325633882366,0.014226165651543,282
"result.283",0.0136709760870586,0.0140294108440955,283
"result.284",0.0130920850313952,0.0134372806214387,284
"result.285",0.0132224214667496,0.01293427362058,285
"result.286",0.0126729023236343,0.0129859971350541,286
"result.287",0.0126394158691174,0.0125320587546653,287
"result.288",0.0141010097119655,0.0125343237153217,288
"result.289",0.0136120152370812,0.0136931334055888,289
"result.290",0.0130637582424881,0.0133628443500626,290
"result.291",0.0131856330042555,0.0129193418222897,291
"result.292",0.0139733498904005,0.0129883676507276,292
"result.293",0.0140155115788594,0.0136140473479784,293
"result.294",0.0153201643171866,0.013701477392182,294
"result.296",0.0139186982574872,0.014095788489918,296
"result.297",0.013301913654023,0.0136296533986595,297
"result.298",0.0129053979498704,0.0132364698824077,298
"result.299",0.0124337124299914,0.0126904171969855,299
"result.300",0.012083507066202,0.0123316332221393,300
"result.301",0.0128229802664663,0.012103312285781,301
"result.303",0.01307044217569,0.0123543878600643,303
"result.304",0.0127898370029584,0.0128486214790868,304
"result.305",0.012526062506972,0.0126676131414385,305
"result.306",0.012403228294063,0.0124485916848371,306
"result.307",0.012138958160285,0.0123335754107146,307
"result.308",0.0123222142513418,0.0121204174795153,308
"result.309",0.0120353911025542,0.0122560662120534,309
"result.310",0.0121960635750578,0.0120293489528152,310
"result.311",0.0118865252634584,0.0121437628446515,311
"result.312",0.0118429828663024,0.0119056661913604,312
"result.313",0.0118097579196321,0.0118588310965961,313
"result.314",0.0117290449600687,0.0118297362564945,314
"result.315",0.0122773313696816,0.0117788605599785,315
"result.317",0.0132460758667198,0.0133954356046999,317
"result.318",0.0136710421022993,0.013077831303697,318
"result.319",0.0131590584702443,0.0133599975112091,319
"result.320",0.0158204253770113,0.013026893463298,320
"result.321",0.0147975397354111,0.0152048582517992,321
"result.322",0.0139176784887166,0.0142797874738037,322
"result.325",0.0143231022449726,0.0147168098530344,325
"result.326",0.0138462757921312,0.0140681578672499,326
"result.327",0.0140442322988571,0.0135511659659855,327
"result.328",0.0139173694160537,0.0136949091345357,328
"result.331",0.0148015505965204,0.0127797240107199,331
"result.332",0.0138629520400643,0.0141919312797469,332
"result.333",0.0133349983870737,0.0136086584090478,333
"result.334",0.0128601455444695,0.0131887296008344,334
"result.336",0.0123712766800247,0.0126504740101225,336
"result.337",0.0138119920806446,0.0123828081138484,337
"result.339",0.0131559393524152,0.0130370369868373,339
"result.342",0.0243582890132703,0.0165774724646539,342
"result.344",0.0227533452089672,0.0227795953366936,344
"result.346",0.0182863079207074,0.0183381328495713,346
"result.347",0.0163557178915619,0.0167686444405248,347
"result.348",0.0146810589685185,0.0149947899365444,348
"result.351",0.0163155829181765,0.0136906523355051,351
"result.353",0.0151254729105797,0.0154157606177918,353
"result.354",0.0140823939847184,0.0144448858771185,354
"result.356",0.0137503323456857,0.0140744266354389,356
"result.357",0.0130709245796683,0.0133391627876804,357
"result.358",0.0127856764579178,0.0128631856325754,358
"result.359",0.0176949587108084,0.0130690202127042,359
"result.360",0.0166560665623079,0.016940149612104,360
"result.362",0.0156258903546188,0.0153763045651587,362
"result.363",0.0172991610051786,0.015247531054321,363
"result.364",0.0185830725329102,0.0166308841800245,364
"result.365",0.0205159154839622,0.0179349337004808,365
"result.366",0.0193500693100003,0.0195746764567204,366
"result.367",0.0198210856328237,0.0184317793943549,367
"result.368",0.0184464333228451,0.0188340871111379,368
"result.369",0.0172180667554852,0.0175003876007978,369
"result.370",0.0159545110841018,0.0163972974978819,370
"result.371",0.0179071245122651,0.0158455274293701,371
"result.372",0.0168633383720011,0.0171202834323267,372
"result.373",0.017012102820208,0.0163629187404908,373
"result.374",0.0169665047391083,0.0164409615709999,374
"result.375",0.0159963265789964,0.0163177761919897,375
"result.376",0.0152177440986737,0.015486680920425,376
"result.377",0.0197771417225273,0.015424942698921,377
"result.378",0.0183507000087426,0.0185609643645464,378
"result.379",0.0172061058863492,0.0176482131782691,379
"result.380",0.0167342047832082,0.0167019022591219,380
"result.381",0.0159350699796804,0.01620124994853,381
"result.383",0.0165175485609765,0.0150551647533987,383
"result.384",0.0158219941135069,0.0159231311664527,384
"result.386",0.0146025937300755,0.014875487862831,386
"result.387",0.0142972015139121,0.0143787510219582,387
"result.389",0.0135720885268065,0.0138146513822974,389
"result.390",0.0131765602934314,0.013366826457279,390
"result.392",0.01235515354834,0.01263632603996,392
"result.393",0.0121855544696652,0.0123416013472664,393
"result.394",0.0154489403844009,0.012486023650375,394
"result.395",0.0143112360872414,0.0144437153533019,395
"result.396",0.014123031813089,0.0140689539189722,396
"result.397",0.0136200035411112,0.0139461050914704,397
"result.398",0.0131881204212982,0.013536116473766,398
"result.399",0.0128178673886355,0.013135176503063,399
"result.401",0.0130319216624872,0.0133562784308126,401
"result.404",0.0144998107174287,0.0136864728772608,404
"result.407",0.0151348167467525,0.0144787985333394,407
"result.408",0.0178161925252203,0.0147873107176011,408
"result.409",0.0164416890542196,0.0167284144740805,409
"result.410",0.0161673985627143,0.0160736110228115,410
"result.411",0.015408870976953,0.0157436585030197,411
"result.412",0.0149115965780985,0.0151631075163507,412
"result.413",0.0163787618150523,0.014737335040202,413
"result.414",0.0152664420206275,0.0156336217518955,414
"result.415",0.0146846550297816,0.0150384066171867,415
"result.416",0.0146933088101268,0.0145185530554599,416
"result.417",0.0141954119783758,0.0143871003457647,417
"result.418",0.0136379772026697,0.0139898129453186,418
"result.419",0.0131073433334387,0.0134525439891533,419
"result.420",0.0138991190798393,0.0131705523888357,420
"result.421",0.0139515242254652,0.0135645968422224,421
"result.422",0.0139935804639854,0.0136904546948173,422
"result.423",0.0133728811372036,0.0137301504876675,423
"result.424",0.0130335105371825,0.0132913697898758,424
"result.425",0.0131077941566651,0.0129714085471804,425
"result.426",0.0132688939902845,0.0129586489326741,426
"result.428",0.0139307266233173,0.0142545200126776,428
"result.429",0.0142571630258337,0.013822022411965,429
"result.430",0.0139623319794371,0.0139509473463661,430
"result.431",0.0151328758719476,0.0138922760227373,431
"result.432",0.0141108150983509,0.0144978883424116,432
"result.433",0.0136918315202746,0.0139828889226195,433
"result.434",0.013783706013959,0.0135870682630141,434
"result.435",0.013229473295708,0.0135662896301554,435
"result.436",0.0131644228864143,0.0131556862077034,436
"result.437",0.0127500315569268,0.0130428961497771,437
"result.438",0.0132003565597224,0.0127297035037444,438
"result.439",0.0129212376758612,0.0129840362314937,439
"result.440",0.0129447372539363,0.0128341718685974,440
"result.441",0.0138232686087169,0.0128317282733477,441
"result.442",0.0137088235499066,0.0134561683604133,442
"result.443",0.0131841346883996,0.0134823227388878,443
"result.444",0.012808573120373,0.0131137450256844,444
"result.445",0.0126447936342959,0.0127732920738666,445
"result.446",0.0123687650024079,0.0125898531737718,446
"result.447",0.0121846875576276,0.0123528886642461,447
"result.448",0.0119287302212923,0.012140504305826,448
"result.449",0.0116887065533755,0.0119609078499181,449
"result.450",0.0116904633296528,0.011732685547436,450
"result.451",0.0116755899942085,0.0117004499680391,451
"result.452",0.0117889909411794,0.0116885841895211,452
"result.453",0.0115017047657827,0.0117581594233869,453
"result.454",0.0114152584481823,0.0115708523568188,454
"result.455",0.0129308744491541,0.0114992105513281,455
"result.456",0.0123197051081262,0.0125708828807021,456
"result.457",0.0122784017104787,0.0123280164476895,457
"result.458",0.0121798040968016,0.0121961134082866,458
"result.459",0.0134231647367809,0.0121843163308242,459
"result.460",0.0127224426493031,0.0130459999859411,460
"result.461",0.0132886802641454,0.0127039094827026,461
"result.462",0.0128619185257889,0.0130353107513699,462
"result.463",0.0128144929384633,0.0127948577861829,463
"result.464",0.0129760173065733,0.012719572824345,464
"result.465",0.0125946913044468,0.0128050874211638,465
"result.466",0.0124334565543841,0.0125527301981165,466
"result.467",0.0121123870132556,0.012381621837271,467
"result.468",0.0120270627890494,0.0121233263578731,468
"result.469",0.0138665555090671,0.0120479447687032,469
"result.470",0.013355256035005,0.0133198766376452,470
"result.471",0.0128546888855568,0.0131891668871802,471
"result.472",0.0127983938765226,0.0128242365379734,472
"result.473",0.0125352581013604,0.0126993019223889,473
"result.474",0.0124584018175469,0.0124921973877505,474
"result.475",0.0125594296859578,0.0123972582823129,475
"result.476",0.0121506341840127,0.0124462725442598,476
"result.477",0.012173817350761,0.0121691146713161,477
"result.478",0.0118839807329954,0.0121210295887337,478
"result.480",0.0123299811523226,0.0117012587625354,480
"result.481",0.0118502747046838,0.0121178756762035,481
"result.482",0.0120283797408945,0.0118839929195147,482
"result.483",0.0116818412431633,0.0119416584349281,483
"result.484",0.0114606318745612,0.0117181876496417,484
"result.485",0.0112966016028857,0.011506350043156,485
"result.486",0.0112712461753636,0.0113422323589916,486
"result.487",0.0111053002585004,0.0112826601397344,487
"result.488",0.0109686611644827,0.0111647769137946,488
"result.489",0.0108588886839839,0.0110143276785308,489
"result.490",0.0107335977716413,0.0109370580173831,490
"result.491",0.0105853300355772,0.010778976483202,491
"result.492",0.0104868109587667,0.0106562705918449,492
"result.493",0.0104488448433756,0.0105530703163694,493
"result.494",0.010615566556506,0.0105176854582183,494
"result.495",0.0104220599747798,0.0105970178160888,495
"result.496",0.0103242016439874,0.010495579267733,496
"result.497",0.0107441639067729,0.0103908102158456,497
"result.498",0.0191460385937357,0.0114077121736997,498
"result.499",0.0168484301686238,0.0172990984846777,499
"result.500",0.0160343568650877,0.0163690063746245,500
"result.501",0.0159861840712188,0.015688855596899,501
"result.502",0.0152179268690609,0.0156225289315941,502
"result.503",0.0147187862838562,0.0148849374633429,503
"result.504",0.0145551646506029,0.0144507535805545,504
"result.505",0.0139891039832931,0.0142551654075973,505
"result.506",0.0144712022448689,0.0138360260526937,506
"result.507",0.0137558223284428,0.014089420074562,507
"result.508",0.0136239090780828,0.0136314372581481,508
"result.509",0.0132380707113756,0.0134539858023217,509
"result.510",0.0128123965182859,0.0131443813949446,510
"result.511",0.012700683707921,0.0127611209812031,511
"result.512",0.0123443596647057,0.0126400411427952,512
"result.513",0.012190686216943,0.0123472118560883,513
"result.514",0.013358167590692,0.0122287612494247,514
"result.515",0.0126922438604566,0.0129602882345878,515
"result.516",0.0153812380119506,0.0126995960111671,516
"result.517",0.0141043437747413,0.0144822408315193,517
"result.518",0.0136071699570934,0.0139573069862493,518
"result.519",0.0134082684750155,0.013510186424277,519
"result.520",0.0131596510176509,0.0132728694754647,520
"result.521",0.0130636356050928,0.0130380539631929,521
"result.522",0.0137895078124389,0.0129435736744554,522
"result.523",0.0135886614960664,0.0133942358558912,523
"result.524",0.0132844586567205,0.0133537782551301,524
"result.525",0.0131669750756836,0.0131686918037488,525
"result.526",0.0129388958288486,0.0130423630345504,526
"result.527",0.0126206193273169,0.0129064599957971,527
"result.528",0.0124802985722188,0.0126512819796361,528
"result.529",0.0122040001812036,0.0124963999405807,529
"result.530",0.0119641398708733,0.0122470490890763,530
"result.531",0.0131789803965872,0.0120855113978209,531
"result.532",0.0123966866797921,0.012637583597062,532
"result.533",0.0122961402235528,0.0124003112385722,533
"result.534",0.0121909207547279,0.0122881244272079,534
"result.535",0.0119787460546141,0.0121738445479096,535
"result.536",0.0117426110422782,0.0120122107492548,536
"result.537",0.0118273616234707,0.0118253133142971,537
"result.538",0.0117046781953125,0.0117960943755051,538
"result.539",0.0116359473572104,0.0117100757928412,539
"result.540",0.0123060600557773,0.0116734860439962,540
"result.541",0.012702214802553,0.0120580468039648,541
"result.542",0.0135811067654757,0.0124461054832423,542
"result.543",0.0137391413681263,0.0131373974026374,543
"result.544",0.0130933901896195,0.0133822725082879,544
"result.545",0.0128919362210518,0.0130516006179775,545
"result.546",0.0125688001812032,0.0128445101662393,546
"result.547",0.0125375074712229,0.0125839053307075,547
"result.548",0.012182707936291,0.0124831957016553,548
"result.549",0.0119429955481104,0.0122299507816805,549
"result.550",0.0118873489237211,0.0120088123649893,550
"result.551",0.0116898881634508,0.0119100665796381,551
"result.552",0.0121074024266058,0.0117596882488087,552
"result.553",0.0117654561871809,0.0120227373442177,553
"result.554",0.0166807453620894,0.0119509767078014,554
"result.555",0.0146075352218499,0.0149289404156789,555
"result.556",0.014194604289119,0.0144212901202749,556
"result.557",0.0160349718812378,0.0141729455039226,557
"result.558",0.0147052264684329,0.015089784175764,558
"result.559",0.0144378175535748,0.0145513655977041,559
"result.560",0.0141647932352602,0.0142394804320602,560
"result.561",0.0140681876466082,0.0139812708207856,561
"result.562",0.0135730929150349,0.0138412138493678,562
"result.564",0.0128374720802529,0.0131298403601434,564
"result.565",0.012916739622735,0.0128305528276442,565
"result.566",0.0124316555836783,0.012743642102599,566
"result.567",0.0121751048647792,0.0124600788143212,567
"result.568",0.0119801854423947,0.0122530012720929,568
"result.569",0.011792219179288,0.0120583907347438,569
"result.570",0.0116699959088715,0.0118759458071835,570
"result.571",0.0117801601478249,0.0117854729001792,571
"result.572",0.011680481398312,0.0118623841093282,572
"result.574",0.0116679123909278,0.0119387584416373,574
"result.575",0.0121729746413516,0.0118123671529489,575
"result.576",0.0129760742524976,0.0121704559881337,576
"result.577",0.0129697663154343,0.012791658580916,577
"result.578",0.0126072762156665,0.0128759530221245,578
"result.579",0.0123365542074288,0.0126122159481596,579
"result.580",0.0120726836663109,0.012353314699574,580
"result.581",0.0123987156564946,0.0121648751605861,581
"result.582",0.0121361259320856,0.0123677438913106,582
"result.583",0.0120292794830023,0.0122016685741855,583
"result.584",0.0118232170570706,0.0121035246888326,584
"result.585",0.0117150853492614,0.0119289865835199,585
"result.586",0.0116008820820309,0.011865878413893,586
"result.587",0.0115722902319728,0.0117469723260157,587
"result.588",0.01161041492867,0.0117095393760636,588
"result.589",0.0126556731275086,0.0117765820990527,589
"result.590",0.012548465536445,0.0124970015994776,590
"result.592",0.0139771942349788,0.0142548438288159,592
"result.593",0.0133704952060876,0.0137129678186554,593
"result.594",0.0156285735846226,0.0132972056857383,594
"result.595",0.0148160465354898,0.0149358026772077,595
"result.596",0.0142661884224622,0.0144354704368865,596
"result.598",0.0137465005038272,0.0138238601614447,598
"result.599",0.0131787194458122,0.0135213999138912,599
"result.600",0.0130185199656716,0.013082882850135,600
"result.601",0.0128473734222578,0.0129270898246645,601
"result.604",0.0136361609048534,0.0131565344076918,604
