"","95%","95%",""
"result.1",0.0165942969491577,0.0142883890978125,1
"result.2",0.0158595893854409,0.0140226983723882,2
"result.3",0.015997400353783,0.0139066530690159,3
"result.4",0.0155898962166096,0.0134378724523194,4
"result.5",0.0156253174907435,0.0136582285108167,5
"result.6",0.0169226346776407,0.0134511338360167,6
"result.7",0.0219950250967849,0.0137010855875341,7
"result.8",0.0170512201857396,0.0146913250797009,8
"result.9",0.0185451489829182,0.014829415222277,9
"result.10",0.0167927825364544,0.0144826417671871,10
"result.11",0.0211395811926137,0.0144487168233866,11
"result.12",0.0174693497592545,0.0154903756908576,12
"result.13",0.0170388388767886,0.0153864386299504,13
"result.14",0.0171175824312371,0.0148257276264906,14
"result.15",0.0168511677930725,0.0145215636578091,15
"result.16",0.0166662892666176,0.0151122226943922,16
"result.17",0.016504321052247,0.014231897512663,17
"result.18",0.0163802648953404,0.0146148079451248,18
"result.19",0.0166498460711629,0.0141766995521007,19
"result.20",0.0162171560719112,0.0143263983446612,20
"result.21",0.0184116941670361,0.0143517266338444,21
"result.22",0.016317191678159,0.0146163086764028,22
"result.23",0.0166310608801459,0.0142371086728068,23
"result.24",0.016172377098126,0.0143807630055459,24
"result.25",0.0164062356982567,0.0139455353299605,25
"result.26",0.0168638844107149,0.0141476491523775,26
"result.27",0.0179329348093226,0.0143070328569743,27
"result.28",0.0168240053194839,0.0138992498489713,28
"result.29",0.0161379666871413,0.0140118326226854,29
"result.30",0.0160105182607093,0.0141570100933372,30
"result.31",0.0158577681554417,0.0139789313537569,31
"result.32",0.0172041093425919,0.0138491052472372,32
"result.33",0.0159183039611118,0.0138982734170387,33
"result.34",0.016280854365931,0.0139520393451915,34
"result.35",0.0157902570135291,0.0141584946951514,35
"result.36",0.0169657822837118,0.0139018186034991,36
"result.37",0.0157723709146705,0.014147882118042,37
"result.38",0.0155844018790714,0.0138815091303047,38
"result.39",0.0159976596493337,0.0134637098041573,39
"result.40",0.015964065566121,0.013254303245186,40
"result.41",0.0153444555610444,0.0138317947293181,41
"result.42",0.0161217478956137,0.0132857123852829,42
"result.43",0.0160761937321415,0.0138217781603434,43
"result.44",0.0153897582602837,0.0135074978570173,44
"result.45",0.0170237248837888,0.0131217354484767,45
"result.46",0.0153406759301565,0.0136974581078206,46
"result.47",0.0174469809243442,0.0135199345619845,47
"result.48",0.015901357680211,0.0133495028533174,48
"result.49",0.0154258944790067,0.0135448007095659,49
"result.50",0.0155057864047558,0.0134384543547211,50
"result.51",0.0169230577120262,0.0135188605027252,51
"result.52",0.0155012037719491,0.0139841197057685,52
"result.53",0.0153320380922768,0.0136908689484243,53
"result.54",0.0151435194481967,0.0134023985714389,54
"result.55",0.014981341017774,0.0128619313189227,55
"result.56",0.0158154266398657,0.013465339316602,56
"result.57",0.0155978831357873,0.013231932458479,57
"result.58",0.0151356380224515,0.0132344974457748,58
"result.59",0.0148495865029077,0.0129020731491416,59
"result.60",0.0150162238315506,0.0132246659296196,60
"result.61",0.0152650572806566,0.0127643681915108,61
"result.62",0.0146595167707945,0.0131084092668616,62
"result.63",0.014803915564457,0.0129645830567386,63
"result.64",0.0145016409139833,0.0125868865157534,64
"result.65",0.0151960750890129,0.0126738041186414,65
"result.66",0.0143885441208629,0.0125610453863283,66
"result.67",0.0143498011755664,0.0124681252747304,67
"result.68",0.0143272387825556,0.0128065512063314,68
"result.69",0.0141667242374767,0.0127182006522634,69
"result.70",0.0139232298644572,0.0121337043682407,70
"result.71",0.0139088354926054,0.0120980249559405,71
"result.72",0.0136121001168293,0.0120574233590471,72
"result.73",0.0151117881571559,0.0120599984960813,73
"result.74",0.0136506338070186,0.0116110446148383,74
"result.75",0.0135929692856399,0.0118702310652002,75
"result.76",0.0133819762668692,0.0117171024192407,76
"result.77",0.0145808695830612,0.0120216066011179,77
"result.78",0.0135083319205404,0.0114592884665489,78
"result.79",0.0147341354708559,0.011853678618489,79
"result.80",0.0179236952464058,0.0119724689439153,80
"result.81",0.015347725739552,0.0122835117411915,81
"result.82",0.0172712422431691,0.0126448156751213,82
"result.83",0.0158526440525203,0.0130033221361447,83
"result.84",0.0150771471411783,0.0132545764546168,84
"result.85",0.0176382633603251,0.0128700912053746,85
"result.86",0.0163053683966967,0.0137998169664829,86
"result.87",0.0151888865075258,0.0135334301674413,87
"result.88",0.0175055019533757,0.0136214003376234,88
"result.89",0.0153558908362246,0.0137519742960802,89
"result.90",0.0152457339529311,0.0138158263989018,90
"result.91",0.0154056354194635,0.0135502473895396,91
"result.92",0.0155025082143178,0.0131979917655659,92
"result.93",0.0150170096981036,0.0133250254588965,93
"result.94",0.0148462506167184,0.013060498233147,94
"result.95",0.0152883012371178,0.0130565556651551,95
"result.96",0.015332557913622,0.0126230715659164,96
"result.97",0.0151944637722825,0.0130142031190536,97
"result.98",0.0160816938103482,0.0130949762509699,98
"result.99",0.0147115484498522,0.0132254811072062,99
"result.100",0.0145756965891507,0.0129557189395243,100
"result.101",0.0145547147657959,0.0125393227585908,101
"result.102",0.0143371911322779,0.0124575883884083,102
"result.103",0.0147270797993568,0.0124846903737293,103
"result.104",0.0145626845880849,0.0124831496344671,104
"result.105",0.0140771966925319,0.0125024083235031,105
"result.106",0.0148899294954562,0.0121299713196253,106
"result.107",0.0148976158874994,0.0122831945600546,107
"result.108",0.0146900522635756,0.012552681217312,108
"result.109",0.0151017080401132,0.0122511368980099,109
"result.110",0.0141511681841277,0.0124872875199225,110
"result.111",0.0146768658081165,0.0127941649625181,111
"result.112",0.0141638307994869,0.0124507900824188,112
"result.113",0.0145110539509987,0.012425511316555,113
"result.114",0.0138913585767205,0.0122933924935879,114
"result.115",0.0154991193996523,0.0120475408579716,115
"result.116",0.0141832943262836,0.0120829841298637,116
"result.117",0.0141849752050006,0.0124645459738606,117
"result.118",0.0148073971528665,0.0119155476753517,118
"result.119",0.0139607750252323,0.0121941542655434,119
"result.120",0.0139855301072549,0.0121249470376213,120
"result.121",0.0137278854040182,0.0121584672769231,121
"result.122",0.0135183179045348,0.011751704238383,122
"result.123",0.0143546924179731,0.0118411624096763,123
"result.124",0.0142508178414059,0.0119983332896621,124
"result.125",0.0137921415605802,0.011637697888768,125
"result.126",0.0135352569818266,0.0118319610536909,126
"result.127",0.0134510541284649,0.0119900506791113,127
"result.128",0.0135332219045343,0.0114144824848992,128
"result.129",0.0161777598353605,0.0115991671012504,129
"result.130",0.0138996540276236,0.0122500170334201,130
