"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"result.15",-0.00630133745451846,0.0171676236862837,0,0.000234689611408021,0.0217520967647626,0,0.000280534342192811,0.0159074518735301,0,0.000222087893280485,0.0157743610848726,0,0.000220756985393911
"result.16",0.00254323340128593,0.0163738946058274,0,0.000138306612045415,0.0218629614847191,0,0.000193197280834332,0.0160035658333632,0,0.000134603324320772,0.0163364076727319,0,0.00013793174271446
"result.17",-0.000584137812529728,0.0164579251833956,0,0.000170420629959254,0.0210314703793026,0,0.000216156081918324,0.0153871262613453,0,0.00015971264073875,0.0151973807132109,0,0.000157815185257406
"result.18",-0.00157870999878218,0.0158787304647561,0,0.000174574404635383,0.0201402857119511,0,0.000217189957107333,0.0147356250862336,0,0.000163143350850158,0.0137828264190958,0,0.00015361536417878
"result.19",0.001723747379327,0.0152623215110523,0,0.000135385741317253,0.0194599750769033,0,0.000177362276975763,0.0142334670898151,0,0.000125097197104881,0.0133983161457891,0,0.000116745687664621
"result.20",0.00134344488818691,0.0147959994385829,0,0.00013452554550396,0.0189166274799829,0,0.00017573182591796,0.0138346189021173,0,0.000124911740139304,0.01404319158123,0,0.000126997466930431
"result.21",0.00102538665378486,0.0143966293942484,0,0.000133712427404635,0.0183995473441742,0,0.000173741606903893,0.0134509236048732,0,0.000124255369510884,0.0133836947936956,0,0.000123583081399108
"result.22",-0.00724677907378551,0.0140317675340853,0,0.000212785466078708,0.0179379406789199,0,0.000251847197527054,0.0131083230820703,0,0.000203551021558558,0.0146007231093463,0,0.000218475021831319
"result.23",0.00085021433858235,0.0137572946671085,0,0.000129070803285262,0.0193028369681824,0,0.000184526226296001,0.0141143301295986,0,0.000132641157910163,0.016693759580285,0,0.000158435452417026
"result.24",-0.00818689290427044,0.0146604875383716,0,0.00022847380442642,0.0186656995189769,0,0.000268525924232473,0.0136497009860996,0,0.0002183659389037,0.0197920802212863,0,0.000279789731255568
"result.25",0.00295093671323429,0.0142710691881476,0,0.000113201324749133,0.0202878107484998,0,0.000173368740352656,0.0148392466038079,0,0.000118883098905736,0.0167172988085511,0,0.000137663620953168
"result.26",-0.0108362683077999,0.0153431703526152,0,0.000261794386604151,0.0197337410944146,0,0.000305700094022145,0.0144369088096962,0,0.000252731771174961,0.0169070232243129,0,0.000277432915321128
"result.27",0.0163643445552505,0.0150197068629652,1,0.00133119131536243,0.0224711452260149,0,6.10680067076449e-05,0.0164386474258686,0,7.43028706181662e-07,0.0125161860945795,1,0.00380967687606425
"result.28",0.00182828836799215,0.0169552565334286,0,0.000151269681654364,0.0280640330704182,0,0.000262357447024261,0.0205340921576664,0,0.000187058037896742,0.0149810194579842,0,0.000131527310899921
"result.29",-0.00934905117806694,0.0205920792129675,0,0.000299411303910344,0.0261468362363767,0,0.000354958874144437,0.0191354939301412,0,0.000284845451082081,0.0170462191110161,0,0.000263952702890831
"result.30",-2.66106854760358e-05,0.0193636601726226,0,0.000193902708580986,0.0265564070293825,0,0.000265830177148585,0.0194384510476059,0,0.00019465061733082,0.0153763698222704,0,0.000154029805077465
"result.31",-0.013644131858077,0.0196152456048182,0,0.000332593774628952,0.0248323511429853,0,0.000384764830010623,0.0181644445087705,0,0.000318085763668475,0.0133903333008121,0,0.000270344651588891
"result.32",0.00125071513259954,0.0184923164896347,0,0.000172416013570351,0.0279939269951295,0,0.000267432118625299,0.0203412186553338,0,0.000190905035227343,0.014098343939942,0,0.000128476288073425
"result.33",-0.00880869058412821,0.0204321537855421,0,0.000292408443696703,0.0261042858852348,0,0.00034912976469363,0.0189545735258988,0,0.00027763264110027,0.0108660050322626,0,0.000196746956163909
"result.34",-0.00151174182916849,0.0192088059752322,0,0.000207205478044007,0.0263193871510473,0,0.000278311289802158,0.0191355951275251,0,0.000206473369566936,0.0101708850001572,0,0.000116826268293257
"result.35",-0.000508113359703256,0.0193616953702005,0,0.000198698087299038,0.0246792562339097,0,0.00025187369593613,0.0179590363425388,0,0.000184671497022421,0.00947441813672611,0,9.98253149642938e-05
"result.36",-0.0018191468955213,0.0182600204761414,0,0.000200791673716627,0.0232595399167042,0,0.000250786868122256,0.0169029039488748,0,0.000187220508443962,0.0108176711665706,0,0.000126368180620919
"result.37",-0.00386948290641356,0.0172853682226517,0,0.000211548511290653,0.0221175671256248,0,0.000259870500320384,0.0160658351298863,0,0.000199353180362999,0.0122877080731669,0,0.000161571909795805
"result.38",0.00336360715962256,0.0165151400606263,0,0.000131515329010037,0.0214955452845541,0,0.000181319381249316,0.0156127471387139,0,0.000122491399790914,0.0118536402213252,0,8.49003306170263e-05
"result.39",0.00516181976593645,0.0161148087127927,0,0.000109529889468563,0.0208992182532142,0,0.000157373984872777,0.015191226829683,0,0.000100294070637465,0.0125993692787674,0,7.43754951283093e-05
"result.40",-0.00920254291589514,0.01569937384334,0,0.000249019167592351,0.0208677012669904,0,0.000300702441828855,0.0151407655060173,0,0.000243433084219124,0.0156675095753442,0,0.000248700524912394
"result.41",-0.000906854770169103,0.0156740025333093,0,0.000165808573034784,0.0223460948229992,0,0.000232529495931684,0.016276585106382,0,0.000171834398765512,0.0143034681018932,0,0.000152103228720623
"result.42",-0.012613302924866,0.0167025033823549,0,0.000293158063072209,0.0213042790668426,0,0.000339175819917086,0.0155053812939913,0,0.000281186842188573,0.0237745236602009,0,0.00036387826585067
"result.43",-0.0066073935914808,0.0160248032390697,0,0.000226321968305506,0.02463797592433,0,0.000312453695158108,0.0178969144028206,0,0.000245043079943014,0.0257751432243438,0,0.000323825368158247
"result.44",0.00621410444905,0.018228931790425,0,0.00012014827341375,0.0243401199613465,0,0.000181260155122965,0.0176810906048309,0,0.000114669861557809,0.0216717408920104,0,0.000154576364429604
"result.45",-0.0121172853894808,0.0180150946913002,0,0.00030132380080781,0.0239736514939871,0,0.000360909368834679,0.0174018587372265,0,0.000295191441267073,0.0176499101322705,0,0.000297671955217512
"result.46",0.0045595176596748,0.0177775604533892,0,0.000132180427937144,0.0261824786085156,0,0.000216229609488408,0.019056663242038,0,0.000144971455823632,0.0181705362429554,0,0.000136110185832806
"result.47",-0.00437728382243395,0.0192772414969014,0,0.000236545253193353,0.0250693102762448,0,0.000294465940986787,0.0182284290712299,0,0.000226057128936639,0.0178528586419802,0,0.000222301424644141
"result.48",0.000565871083268285,0.0185183496022248,0,0.000179524785189565,0.0240948325942624,0,0.000235289615109942,0.0175062626128678,0,0.000169403915295995,0.0170247789028721,0,0.000164589078196039
"result.49",0.00883033349640891,0.0178512678268063,0,9.02093433039744e-05,0.0228139499326043,0,0.000139836164361954,0.0165593145447423,0,7.72898104833339e-05,0.0170990977499699,0,8.26876425356096e-05
"result.50",0.00108756853499212,0.0169778089102763,0,0.000158902403752842,0.0237144246034589,0,0.000226268560684668,0.0172101395611638,0,0.000161225710261717,0.0158436547666767,0,0.000147560862316846
"result.51",-0.00608285249805911,0.0175721852221429,0,0.00023655037720202,0.0224961201592942,0,0.000285789726573534,0.0163221050413749,0,0.00022404957539434,0.0207175768868169,0,0.00026800429384876
"result.52",0.00767906689030669,0.016749800496207,0,9.07073360590032e-05,0.0224126983180453,0,0.000147336314277386,0.0162554706127248,0,8.57640372241811e-05,0.01903789337711,0,0.000113588264868034
"result.53",-0.00460562628973513,0.0167195760276044,0,0.000213252023173396,0.0228668041925032,0,0.000274724304822384,0.0166455123580842,0,0.000212511386478193,0.0205388879923092,0,0.000251445142820443
"result.54",0.00862594507925861,0.0170457424283583,0,8.41979734909972e-05,0.0222949015218386,0,0.0001366895644258,0.0162179643313961,0,7.59201925213749e-05,0.0174640883591692,0,8.83814327991063e-05
"result.55",0.00599952551555909,0.016667489722316,0,0.000106679642067569,0.0232089950216567,0,0.000172094695060977,0.0168845909367702,0,0.000108850654212111,0.0154182004644028,0,9.4186749488437e-05
"result.56",0.00219506244794478,0.0172826162683961,0,0.000150875538204513,0.0229711001196808,0,0.00020776037671736,0.0167033799535531,0,0.000145083175056083,0.0131200735006374,0,0.000109250110526926
"result.57",0.00137824564912531,0.0171094824104827,0,0.000157312367613574,0.0219451999567313,0,0.00020566954307606,0.0159522013318386,0,0.000145739556827133,0.0128717687465709,0,0.000114935230974456
"result.58",-0.00101183204120338,0.016408713065438,0,0.000174205451066414,0.0208578918488461,0,0.000218697238900495,0.015253450194713,0,0.000162652822359164,0.0121325556989191,0,0.000131443877401225
"result.59",-0.0080853416051243,0.0157502267722336,0,0.000238355683773579,0.0200059498261525,0,0.000280912914312768,0.0146377420250174,0,0.000227230836301417,0.0096210985053844,0,0.000177064401105087
