"","V1","V2","V3","V4"
"result.1",-0.565172278788849,0.942845561244826,0.336181906399281,3.1289053792434
"result.2",-0.364199364622175,0.963973694453824,0.328376781800958,11.2206198786891
"result.3",-0.562315657059264,0.942652761359381,0.369999759652353,8.41144167314257
"result.4",-0.478392314903757,0.954514017361204,0.394569586962508,10.7157235822677
"result.5",-0.471054614378627,0.954180311126639,0.318886597326106,19.2680085765607
"result.6",-0.364926893479409,0.964811016046054,0.284090755659228,7.09596772212441
"result.7",-0.267504965954889,0.973261169203071,0.268450730226217,12.997897556328
"result.8",-0.424738654102066,0.958511803459133,0.453519121545149,2.33883358491926
"result.9",-0.425537296504466,0.959122197134478,0.323371604064938,3.40908122661916
"result.10",-0.572966765787896,0.943255772504853,0.349353103069147,3.78769453541671
"result.11",-0.401178476293606,0.959135085878035,0.320803373300081,7.51021861376523
"result.12",-0.490019392457648,0.951649938285289,0.336869093718213,3.69742685947555
"result.13",-0.33174949668195,0.965905470743732,0.331467631451394,4.52301912196063
"result.14",-0.481067228042392,0.952190809747089,0.316523889502808,19.4325027312019
"result.15",-0.34144546952302,0.966143498556797,0.318309321483708,3.72978509508107
"result.16",-0.356696406356643,0.963220897547695,0.276138649795179,31.6207799723946
"result.17",-0.455357382855152,0.952883518909021,0.287898506633664,16.6739320063764
"result.18",-0.731278030621448,0.928389793368989,0.37938931308748,20.4428139923843
"result.19",-0.575877173862358,0.942472336113165,0.334972802681184,19.0124058484726
"result.20",-0.431711962599654,0.956096372818574,0.322826856833689,16.9175969593829
"result.21",-0.566953092409768,0.9442019365296,0.398887192499271,5.59470906422006
"result.22",-0.559622731812291,0.944672512648485,0.418384480157956,3.42754232691499
"result.23",-0.583514306809992,0.940297723905146,0.427128937173239,20.8307350575347
"result.24",-0.534003314375803,0.947472820098631,0.353352838373985,31.927061119197
"result.25",-0.683737928460038,0.929425306536866,0.40154873697221,17.2752453505796
"result.26",-0.524107622056738,0.945801296829301,0.384056162671974,2.77874985108686
"result.27",-0.49268749908531,0.950794890102276,0.392187053335615,12.7841494330161
"result.28",-0.547094501967041,0.945873697626862,0.327850431181378,15.5751328457266
"result.29",-0.439126664192724,0.95653728622952,0.35610189400022,3.2268205159986
"result.30",-0.716725331888151,0.927849053482901,0.423887384317284,9.35252442142387
"result.31",-0.491721786650489,0.949590508186621,0.318193760490165,17.5039883870635
"result.32",-0.406102691811095,0.95893117462356,0.385313615810943,12.6825197991894
"result.33",-0.440513904171188,0.955629220731887,0.311236751871345,15.6925548900845
"result.34",-0.655326847562086,0.93601420427163,0.350611955384735,2.79257967355995
"result.36",-1.09734791959371,0.893402376967189,0.417478153712558,12.7344517235735
"result.37",-0.532079502832041,0.947559262541201,0.379330560240589,14.8821184304963
"result.38",-0.62363459542032,0.936716864839419,0.323007765635324,24.2595733492018
"result.39",-0.629428837749512,0.939167244184056,0.366270563311267,5.15160567360803
"result.40",-0.57204574329142,0.94321151729643,0.527674759304033,2.27120555916186
"result.41",-0.382877529875237,0.962645932436219,0.279584620008929,26.6893730340234
"result.42",-0.458389399911102,0.955507797440154,0.330610392357991,12.8652736297992
"result.43",-1.02182654039284,0.900221051328736,0.477803012622706,3.49128142106348
"result.44",-0.432809739727467,0.956716415596998,0.401736735884,4.40822527018298
"result.45",-0.629067201728871,0.938567377414174,0.406606116680149,6.79353149388636
"result.46",-0.255055964386359,0.97474684797805,0.255777624630751,23.7379959610811
"result.47",-0.413651494783062,0.959326201620833,0.335071228191598,6.03094898250218
"result.48",-0.425061199580526,0.957336239179457,0.297686768982522,14.4632269335526
"result.49",-0.358654513896801,0.96288599955799,0.368848196050964,3.54522677564598
"result.50",-0.704008491243855,0.931365437981091,0.308990889147485,41.5447420768087
"result.51",-0.454935300904174,0.955832065963343,0.397398825708174,8.45620989692744
"result.52",-0.658664229741903,0.933830639417097,0.352852865468193,3.87412094337506
"result.53",-0.413541062444481,0.959224434770997,0.336176656544444,18.5316761335802
"result.54",-0.296382252694386,0.971097068978844,0.294032329078932,5.37118546317272
"result.55",-0.531870061706752,0.947391973198895,0.35640553598261,4.88642368429559
"result.56",-0.60283739107816,0.939920325388223,0.433572689485103,16.6860512998802
"result.57",-0.578570445332085,0.942742295297031,0.357971223362978,4.84429880308533
"result.58",-0.395065210326105,0.961160372127645,0.316961815840235,11.472568446116
"result.59",-0.67937500111066,0.931271869134187,0.417151241031385,4.15169442170492
"result.60",-0.577818343036402,0.941210844692335,0.395054769261255,4.16533800656946
"result.61",-0.479176955117344,0.9517785576182,0.439630706497646,2.3982239402793
"result.62",-0.654822087628031,0.934623428348518,0.355435383327283,4.13828145702653
"result.63",-0.490981069632815,0.950687876381972,0.321924724145141,17.7924971735121
"result.64",-0.374402955049712,0.963456041803491,0.329671528289328,6.08874079022723
"result.65",-0.446213899012948,0.954142223833222,0.334166152798798,8.63990290814754
"result.66",-0.434887971980242,0.9554753767736,0.292945644123115,18.564266755105
"result.67",-0.629152151939756,0.936656493066542,0.349662310251659,5.49470031377048
"result.68",-0.602653352643343,0.937616985125789,0.34653918820907,3.54704964641211
"result.69",-0.486772693637438,0.951579238173782,0.3350779387401,14.4796756082958
"result.70",-0.797629381560942,0.922565945084983,0.440866067582706,2.84111653872764
"result.71",-0.561821987815955,0.944069755374888,0.380753714448645,3.83321349981389
"result.72",-0.535294513201571,0.946706338284087,0.348340978605719,14.2104730552407
"result.73",-0.406446426107405,0.960530472317527,0.366586920140228,2.83755348586575
"result.74",-0.47122412475578,0.952775804738837,0.41036411093703,2.92130396737777
"result.75",-0.440175164502948,0.954711925651204,0.367573734014428,17.7441115491885
"result.76",-0.555850514113931,0.94410923598034,0.421494705470098,7.216054710895
"result.77",-0.495170880225598,0.950335598976128,0.375864866021598,4.31220815598879
"result.78",-0.415456962441474,0.957289069852744,0.55859330213002,2.1228136344539
"result.79",-0.644976686110217,0.937121201013967,0.361007562820247,4.98560646933063
"result.80",-0.460374140561937,0.954455407667093,0.355709678028032,8.36593592811414
"result.81",-0.709628881993955,0.929183579046871,0.374033728313135,3.84395536612627
"result.82",-0.537463224199699,0.947148506060617,0.40910226967964,5.5284345432873
"result.83",-0.418363519016306,0.958151674897881,0.359608778882431,5.05321858395351
"result.84",-0.616046276231686,0.936124589472391,0.344708102141704,5.59607308725773
"result.85",-1.41026532067623,0.857634211727582,0.619428323862565,2.82247610736163
"result.86",-0.420492916235403,0.958695524631189,0.334939242136771,26.263211779631
"result.87",-0.622256654317575,0.937651833039824,0.455715380508992,12.5849470022247
"result.88",-0.424530625424957,0.957459138327828,0.31793418137121,4.18316572689536
"result.89",-0.447955112633006,0.955854682261794,0.343260744270472,2.59862688141097
"result.90",-0.829684526837832,0.915689115741163,0.373838012303925,12.0154606489861
"result.91",-0.703339137860019,0.929652770649622,0.351400796023012,13.9608560688492
"result.92",-0.451900431753559,0.955373082997717,0.361159827579074,4.31090827627478
"result.93",-0.666667686484059,0.934582644749337,0.535423605297277,2.50870811787109
"result.94",-0.321670890677685,0.968915006570637,0.29999409510231,24.670608084233
"result.95",-0.567726272538794,0.94314321176039,0.350471821451094,5.4801821075198
"result.96",-0.706495781926991,0.930112665502317,0.424389164113452,2.94256054105583
"result.97",-0.414139087386663,0.958590409111056,0.356464532375033,9.00578604953631
"result.98",-0.798298386854319,0.921872792735286,0.395079898920087,6.72421038085553
"result.99",-0.471469424159431,0.953870785635065,0.400285235338619,2.55755626793933
"result.100",-0.389835942857653,0.96080486280914,0.331780439640159,7.79567491590442
"result.101",-0.559353842660441,0.94310584671141,0.352829045272595,5.02683310676191
"result.102",-0.753137313265807,0.923762385594829,0.445325858265442,3.53990061547531
"result.104",-0.50527892716355,0.950958827196708,0.334650141625464,7.62862804167619
"result.105",-0.344466053654518,0.96514177823657,0.301742412640607,20.3051083389745
"result.106",-0.587069637473122,0.942081713062552,0.306293352277173,11.3272366161405
"result.107",-0.657737037139384,0.932725418133353,0.345127327980704,15.1327916473
"result.108",-0.640409444777939,0.935574147629875,0.371884221297278,4.93148576217483
"result.109",-0.491295899202416,0.950187642817076,0.369130016085511,7.47718559208074
"result.110",-0.363364524511551,0.964179101549111,0.345613037898411,3.9993704976156
"result.111",-0.427215886247442,0.956534445499414,0.317547698599625,12.6621332271996
"result.112",-0.415496951159473,0.957985809961553,0.30474133494657,12.9116392972284
"result.113",-0.304534205027846,0.969241265991018,0.327767466828706,6.91887747829953
"result.114",-0.395907852598757,0.961811309761342,0.304029486524969,3.04043437311576
"result.115",-0.723899658442193,0.927854573391501,0.505170210409073,2.4751116758736
"result.116",-0.426720233933891,0.957442569237522,0.295088492769554,5.08284285030658
"result.117",-0.528679899905575,0.948065816583226,0.370906055146718,7.24330521530962
"result.118",-0.450868047450342,0.953431332282836,0.385369626236095,2.87624326023492
"result.119",-0.396237014064775,0.960295669377727,0.343062757797736,2.90679420615441
"result.120",-0.347686617887004,0.965952332311307,0.317272300612227,2.70495121560658
"result.121",-0.540509894624929,0.946186676457671,0.400049374951388,23.9378331605591
"result.122",-0.779699714578856,0.920211709901345,0.424958721241922,4.02339641605094
"result.123",-0.822933642824518,0.917942060075903,0.352054423630483,17.5074795125135
"result.124",-0.395160680536797,0.961191810016075,0.338284193644335,2.7917206628402
"result.125",-0.526888120991124,0.948117874252932,0.389818454606975,2.53087623871949
"result.126",-0.493310941057672,0.951311108659085,0.340243976252689,10.2703957640422
"result.127",-0.455511927776513,0.955152746369876,0.315494105174764,20.6118964694944
"result.128",-0.447671198075532,0.954996351943552,0.441433856857848,2.36944748114196
"result.129",-0.482004325381418,0.953157108007428,0.377298087179672,3.08097446548987
"result.130",-0.555859526284446,0.944097399573228,0.386249230975182,4.78124100613229
"result.131",-0.434860508938266,0.956594709640866,0.318609853714434,4.34980004124557
"result.132",-0.721607854970258,0.929121538729731,0.385542458480612,9.9671865081105
"result.133",-0.555457455880303,0.945236994944408,0.407457763326341,5.99767668000789
"result.134",-0.442645323059488,0.955898027917685,0.346916155145356,2.74241044440705
"result.135",-0.608673388953477,0.938135623602909,0.349733927784061,2.60522920319144
"result.136",-0.354502495218579,0.964047120226643,0.278435983304825,10.2662019431629
"result.137",-0.532174022925067,0.947424290132253,0.346317882059859,17.4632773456543
"result.138",-0.495791230203727,0.949576551166791,0.39593413007104,19.445047210298
"result.139",-0.471200573957692,0.952803087542845,0.315995226105758,2.80688581745337
"result.140",-0.491912985144874,0.951469728107851,0.327979810516627,5.17907553747655
"result.141",-0.4429995195133,0.957128813819984,0.36356201332022,13.0023849712705
"result.142",-0.348502132374289,0.964151540129681,0.319965169780599,2.51615135301303
"result.143",-0.484677151081509,0.953466697742127,0.35181621457294,13.8747908964074
"result.144",-0.709203393767523,0.928566036197758,0.36311348066017,11.8142344505837
"result.145",-0.280567644198839,0.970973402938004,0.331687728890798,23.0853744627411
"result.146",-0.672449243289733,0.934822571563214,0.443119925082142,2.82640488046622
"result.147",-0.470783194495138,0.953238299339798,0.35617882317097,6.14002196115911
"result.148",-0.581317518215054,0.941634202385736,0.271913026930053,26.5902317529505
"result.149",-0.674002871298099,0.932695752727644,0.407474242002208,3.32461883306028
"result.150",-0.693322030335472,0.929084377460701,0.356390267046714,11.7461224256342
