"","V1","V2","V3","V4","V5"
"result.1",-0.314177035739207,0.967273065943425,0.146731492562971,2.38249173473484,11.1748278029685
"result.2",-0.503311577908706,0.947747634782006,0.213565142566582,2.10001364633928,11.8457395875554
"result.3",-0.434646315793338,0.955055316086291,0.204925123899549,2.27663395194348,12.3310604669885
"result.4",-0.0973517550444712,0.99009897488257,0.0638521346921095,19.620690718342,8.87248481936843
"result.5",-16.6643102238527,-0.76393724402382,0.0850654347234005,11.2587847498875,5.73443008838603
"result.6",-0.100299622584026,0.990096113071197,0.0774620595848417,11.6549757875224,10.0173128676368
"result.7",-0.0979051178737205,0.990080176431895,0.0762853830000276,2.53875515900988,8.33223084546158
"result.8",-0.149806149144145,0.98445331987496,0.0860673095662842,4.61327056954821,9.71936418850293
"result.9",-0.280765621219905,0.971149268271357,0.175180588359431,2.10000114997371,12.2508246853583
"result.10",-0.0978542919877939,0.990098717845947,0.0650553053772936,16.1701418864415,8.80667368101029
"result.11",-0.0995499652087868,0.989577316708303,0.0730638145238026,3.8899473238937,9.44777270069637
"result.13",-0.099296599265877,0.990099004333328,0.0863919996623451,2.84034289440903,9.76348995729773
"result.14",-0.118030993355371,0.987771137087244,0.104701877009536,2.28167884324494,10.2292231822663
"result.16",-0.106294529604531,0.988984997226722,0.0859311305548704,5.41601301092244,10.13290135555
"result.18",-0.0982376886229898,0.990098993137215,0.0729337746775535,4.17183196999305,9.34974634358004
"result.19",-0.22114841139201,0.976935316939318,0.137557074047274,2.20009637025054,10.339835575527
"result.20",-0.160722414788869,0.983518969911361,0.124831695296711,2.35682067383367,11.3202725695791
"result.21",-0.145371300614292,0.985148533428031,0.12153124987436,2.40276565348472,10.4918519701353
"result.22",-0.312853524228339,0.967651478991273,0.147450791776826,2.5428492375044,9.77729755523928
"result.23",-0.520926046001839,0.946160934238625,0.235102256100694,2.10000086646264,14.1912627159925
"result.24",-0.376827249427964,0.960859011642358,0.167650814683704,2.14523008295762,10.1718699604638
"result.25",-0.0971624454278948,0.990098997740527,0.0728173149966254,2.89517565567672,8.83865728028292
"result.27",-0.097916322956221,0.990099002751686,0.0675294026719602,3.81913173883848,10.6373386201324
"result.28",-0.135111723722349,0.986399223152081,0.121723403534187,2.10000131489982,8.83361662378637
"result.29",-0.484634059708639,0.949864954950151,0.239238844332576,2.21799873569395,12.6348810906016
"result.30",-0.448550596937452,0.953675078191487,0.183089048223445,2.4933904311902,11.5250572883739
"result.31",-1.08687661677315,0.885966966186754,0.227362893885474,2.15031294116957,8.12037968439701
"result.32",-0.0988402499755667,0.990098872712046,0.0685753955239603,13.7686975381347,9.47943293486847
"result.33",-0.0966676682165657,0.990098997281306,0.0543267837309321,12.8200674293512,9.36724787932931
"result.34",-0.296571655336527,0.969477082684438,0.160918840979035,2.21252299528017,9.28432911114987
"result.35",-0.428980062972705,0.955317608082843,0.164995811442335,2.35959860409276,10.9300539625624
"result.36",-0.103443786146834,0.989482318269105,0.0971533428874502,2.37517370108031,10.4876847134748
"result.37",-0.10557300597572,0.98931772991423,0.0754045162814202,16.9795098767745,9.62659843198784
"result.39",-0.206946412951655,0.978648257204508,0.117748777229176,2.74901714634515,12.6051615268007
"result.40",-0.107019524373921,0.989356662071649,0.149423136667158,2.15363341100161,10.5223577126557
"result.41",-0.0979505436219814,0.990097898132026,0.0771546594694038,4.16682240328008,9.7658467983507
"result.42",-0.0970679460928594,0.990098972720649,0.0526040904580309,8.32188796690775,8.55039082741092
"result.43",-0.461812242279097,0.952091287235538,0.196831266435791,2.37514986238763,12.0657118495095
"result.44",-0.101670662422691,0.989389942378208,0.0754483478017275,3.10641074009101,9.84779074187829
"result.45",-0.29208110808481,0.969550006954414,0.157356919358623,2.16406767698661,9.63041450711674
"result.46",-1.00526405638012,0.895636105438465,0.295967908249699,2.16837635811829,15.7150846434894
"result.47",-0.108055836974782,0.988702675963536,0.0781540491903339,2.48327799329374,9.90246873511732
"result.48",-0.384275808666811,0.96022926931884,0.129364550609001,2.68261410218783,10.6655742750094
"result.49",-0.107254525869611,0.98909366340382,0.0791604199467942,2.46251422984511,9.73992040359068
"result.50",-0.273886616058538,0.971515983012663,0.196371939066675,2.10000132712115,13.1176454277869
"result.52",-0.123527801964335,0.987141599226204,0.0639998176171696,2.77370651366296,8.45834657855729
"result.53",-0.341137899224255,0.964267191856943,0.169405007792609,2.208798130707,10.8470682123612
"result.54",-0.208282684168764,0.978582316388617,0.0998661193034956,3.47871076774783,9.93965066753406
"result.55",-0.616931183246587,0.935593206233233,0.232452135873329,2.15894309484596,11.6403641474093
"result.56",-0.191172274302016,0.980134809091735,0.0910919562635789,2.57244995908739,10.2310424121537
"result.57",-0.352176450030238,0.963165326781054,0.128759374896485,2.18710769238364,9.40790236973486
"result.58",-0.615983197672509,0.93598288459973,0.271007120271065,2.10000126600475,10.9630868057101
"result.59",-0.16742709983156,0.982770437105566,0.121833267949173,2.25756243041765,10.9591601045951
"result.60",-0.0977423399105407,0.990097422675121,0.0685141840365351,13.7815755768607,10.0883544956436
"result.61",-13.3716603347481,-0.427555009007072,0.0177989135480164,6.62029094340984,5.62203094879323
"result.62",-0.588192766480678,0.938607873504904,0.260363711571173,2.10001850178886,11.5818578703744
