"","X.1.39743424514278","X0.862873442081729","X0.89216524851183","X2.83750544465055"
"1",-1.39743424514278,0.862873442081729,0.89216524851183,2.83750544465055
"2",-1.5887098704184,0.844621639430256,0.819987523394455,3.35649211991487
"3",-1.64572100376047,0.838253775254027,0.776782948082445,3.74134295790232
"4",-1.80604313941945,0.822690774607221,0.772209954119614,3.77712234468816
"5",-1.86705791658601,0.817980203162342,0.745134619339503,4.44104921691471
"6",-1.9836147635517,0.806771679721218,0.747755252414638,4.5181368231344
"7",-2.01115306297811,0.804196898455516,0.736121244815787,4.26369467040283
"8",-1.96897027417079,0.808931756657835,0.734195053290542,4.17249544584044
"9",-1.94213744784384,0.811876906569033,0.704232811898853,4.45154401888803
"10",-1.81411090431307,0.825089596648724,0.685304524590243,4.74828641389493
"11",-1.79077465584819,0.826526340102066,0.692321582096495,4.94459124947806
"12",-1.82987547203451,0.820872629356494,0.705360263292278,4.44029940231926
"13",-1.87310557253382,0.815787615237508,0.702893486822704,4.59570653704078
"14",-1.89481847712928,0.813020355571246,0.69750851832697,4.65652579923723
"15",-2.0154226781493,0.801341022265326,0.706072232807484,4.74273584831399
"16",-1.95817376401625,0.8073522309962,0.692993761906888,5.19303948861869
"17",-1.97524473828338,0.805669438921368,0.691739015427021,5.0448147792122
"18",-2.00802359182499,0.802871611702439,0.686334169121626,5.26708834238701
"19",-1.87531415153141,0.814936380282635,0.658240135087567,5.52095646010479
"20",-1.87766765183046,0.814363678590691,0.650281332785437,6.0804559650048
"21",-1.86412111004499,0.816433931391059,0.644432652717711,5.78112368712
"22",-1.84556200246963,0.817675915792239,0.632239476701073,6.6096490532997
"23",-1.72535085597264,0.829306340625629,0.627191595703303,5.89371708758098
"24",-1.70102012492436,0.832234870014422,0.613270941430004,5.33420222188267
"25",-1.61770463426769,0.84046733073351,0.597001953379614,5.49038257607919
"26",-1.61133709451561,0.841265432006059,0.601032826389893,5.59459764630606
"27",-1.61403997565567,0.840156356588141,0.588971150093756,7.72363439405391
"28",-1.69301842616616,0.832950696174931,0.604053956091451,7.31698297217743
"29",-1.76958726253401,0.825378963176027,0.604707580953407,7.0584540630401
"30",-1.81745943132908,0.82022399589174,0.610698536066538,6.59234836243442
"31",-1.74334394713448,0.826697068450236,0.596305514688537,6.17953515462133
"32",-1.70504334912248,0.831118409390508,0.588163028724967,6.40724687591926
"33",-1.71543123087651,0.830817458842482,0.592746636281626,7.56620717017668
"34",-1.61209529326794,0.841095225508557,0.587449954390498,7.99290493983646
"35",-1.51998418818449,0.849684051559849,0.576183159067791,6.72909833949594
"36",-1.52474555445814,0.849411382145059,0.568851575301673,7.77966862452926
"37",-1.51420527454662,0.851004897873989,0.564179888946756,7.45886800600991
"38",-1.46902152474742,0.855398229895704,0.561883467975298,8.88825225648621
"39",-1.28979818041833,0.872886609100943,0.544114151630643,6.84800776524503
"40",-1.21059983001809,0.879966640878887,0.529845077109241,7.64111257277201
"41",-1.23566110227496,0.877824573379746,0.521227685255635,7.8270782621294
"42",-1.23118248879735,0.877849857729405,0.532100798345224,6.98169543404351
"43",-1.29776497994176,0.871510388234096,0.54304055565079,7.33129827049355
"44",-1.28369818566717,0.873376975299122,0.541802972618846,6.18124056731525
