"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"result.1",-0.290628095485787,0.969787863462152,0.110325438241208,-0.222039976095808,0.976680677857731,0.11959265940987,3.3993482123552,-0.263047651792823,0.972042951383008,0.151305399156948,1
"result.2",-0.302847907281548,0.968213896597024,0.126739620495717,-0.374333030274607,0.960869159772608,0.153983015483477,3.25594006979692,-0.267523085078287,0.971566426177148,0.15219681765963,2
"result.3",-0.108035241419495,0.988645159455281,0.0645060073044985,-0.122775266876929,0.987289787683285,0.0801162562953489,7.9999907671592,-0.277618039319043,0.97051091524469,0.155943687235941,3
"result.4",-0.303136328582971,0.968281705846918,0.117705249950439,-0.0939240938174379,0.990098987691729,0.0550294167277516,20.6330333936913,-0.268818416020844,0.971434655201392,0.152696764273998,4
"result.6",-0.134941696691312,0.985861737894611,0.0797115601717079,-1.47943307849525,0.84739858021499,0.379702290611501,2.1984436275357,-0.278475867258997,0.970410811653956,0.155655540768192,6
"result.10",-0.0929753082613434,0.990098997002749,0.0682188575002701,-0.272725481318347,0.971569751474548,0.152049970896766,2.27671426122713,-0.266841504661602,0.971646838388253,0.152364587543338,10
"result.11",-8.0608204526551,0.16850079803478,0.655069022342118,-0.0960266364047175,0.990097511156486,0.059473614157665,11.9589094812077,-0.276834746497992,0.970586526144466,0.155402074578002,11
"result.12",-0.135948760682659,0.985557138340776,0.0864362030587235,-0.102279716757239,0.989261423517704,0.0684420100146084,8.30427321856637,-0.263099261308775,0.972028396937623,0.151653841913403,12
"result.13",-0.100312564218536,0.989529831044115,0.0732944672234247,-0.136415330662169,0.985620582284518,0.0921702222451413,3.47203380186407,-0.262070104090851,0.972142656347131,0.150735855659804,13
"result.14",-7.59986413152927,0.21604396397222,0.640215128403104,-0.197344957679744,0.979351321375784,0.144257578579965,2.10000130705396,-0.279497714607748,0.97030108408184,0.156272205019919,14
"result.15",-8.07667754576871,0.168058808509544,0.646129358014694,-1.57458014362131,0.836598383703499,0.546204748350561,2.10000000060122,-0.271530039355102,0.971143129403543,0.153884319124142,15
"result.17",-8.53163942526941,0.120623084137124,0.658290573034726,-0.339301353541219,0.964478857797304,0.137242815405435,2.17138012744511,-0.255832382407281,0.972805781873677,0.148889785359363,17
"result.18",-0.124632998333007,0.986912144377273,0.0828953797897809,-0.377564287885605,0.960554024754831,0.161771677178147,2.34428641378604,-0.263796672245625,0.971959732078234,0.15102040274629,18
"result.19",-7.68441549909258,0.208364484109856,0.659283084778618,-0.372752217899474,0.960970910639347,0.177114631980244,2.29621139578671,-0.274816446396747,0.970795157186225,0.154166032112808,19
"result.20",-2.59325908177942,0.730608905139989,0.394550160605991,-0.417757460879737,0.956585555865466,0.202423349636429,2.20245845009314,-0.276600747155487,0.970610543911365,0.155557292874722,20
"result.21",-7.4803575560727,0.227577176583703,0.61399246368634,-0.107569527666247,0.988577619129279,0.0840620006978312,4.71746249319122,-0.274489922722995,0.97082867012892,0.154590586858358,21
"result.23",-0.0955955992023174,0.99009900524053,0.0564478336841591,-0.0969172336433851,0.99009898703869,0.0676729213512398,7.39825866914784,-0.270784291466027,0.971219252165748,0.153172234019426,23
"result.24",-7.78177704348976,0.196301279328357,0.637004813771147,-0.0963943884097377,0.990092742075913,0.0666305112507505,7.89752240336314,-0.270862510632699,0.971214253213778,0.153349648883335,24
"result.25",-0.1304768313356,0.986353065764013,0.0793063553850321,-0.208894028071862,0.978292120258611,0.0889150460493038,3.20217285915469,-0.27868149926837,0.97039438001495,0.156372805966277,25
"result.27",-0.216083169041891,0.977302417080126,0.112593356389365,-0.101364206485928,0.989329030067519,0.077734896244852,3.48752304297144,-0.263475303168903,0.971992608975275,0.151467997512338,27
"result.28",-0.130137003403809,0.986109911206551,0.0936901067195008,-0.0955292775092958,0.990098900045326,0.0570788958093804,9.46169445445144,-0.281273933456168,0.970109908579269,0.157077019740501,28
"result.30",-0.152273807710986,0.984215561717127,0.0864529016249605,-0.419470063178415,0.956457139113049,0.206841702285564,2.35334122450596,-0.253334814297706,0.973070027360397,0.148090295666199,30
"result.31",-0.109607422634418,0.988466234925376,0.078278395911674,-0.295702608135778,0.969292251983527,0.150668365239938,2.25223389612711,-0.276453922502296,0.970626081515621,0.155318858885964,31
"result.32",-0.487166398580199,0.949298194111693,0.15979339800545,-0.0959538776419791,0.990086524815069,0.0686253766855858,3.08048571436771,-0.279810199716844,0.970272733673866,0.156184244042329,32
