"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",-0.443945773351237,0.956548994786792,0.326181437688249,11.1885018882532,-0.515556825249196,0.949336164424261,0.33881005036257,193
"result.2",-0.220156279953538,0.976891263786765,0.245320451339953,6.05187287842049,-0.332034926025111,0.965523262786244,0.282708761739453,194
"result.3",-0.427073563943092,0.955222382657559,0.379751768749325,5.04609401479358,-0.428730847286415,0.955424272955756,0.357094361470151,195
"result.4",-0.453567427345169,0.954935552582302,0.355456997055903,16.4122599951499,-0.525130347965265,0.947900051403766,0.378963310329167,196
"result.5",-0.378392871263072,0.961214462030382,0.370115848434622,5.7569307229705,-0.446097306961138,0.955423965050647,0.366214046370069,197
"result.6",-0.465700253150119,0.953936480496856,0.342607972774993,6.9674169759053,-0.489006907096799,0.951300105829294,0.343605046792118,198
"result.7",-0.594461457414057,0.941974019569184,0.298588139431888,9.84426979778045,-0.590082671891762,0.942201274174155,0.32184010147142,199
"result.8",-0.519906601767954,0.948965674436354,0.345335615620007,9.20981068810343,-0.538013580448018,0.947603363666106,0.349181113821661,200
"result.9",-0.357687559992591,0.962965028538327,0.318693955171418,3.88288897451169,-0.500184945322861,0.949493110826981,0.368173402150105,201
"result.10",-0.251618099751282,0.97560118146005,0.306172513129777,4.90371214275539,-0.336453378715742,0.967799753130616,0.312391091505995,202
"result.11",-0.289679627249081,0.970104103031037,0.313174041548426,8.35901107988162,-0.357473890816014,0.964018059768848,0.30869528266589,203
"result.12",-0.365495463797692,0.963397550948863,0.268582610607115,9.05145908919977,-0.496350012041848,0.950330231759373,0.311877042819252,204
"result.13",-0.458216247341579,0.954045895368545,0.403525046657213,4.28511975870987,-0.477539533929919,0.952006016729237,0.370419993734016,205
"result.14",-0.518481382575623,0.947993470699578,0.310121110285701,16.4815501294373,-0.535062307647472,0.9472522071868,0.319174074572369,206
"result.15",-0.382758240751142,0.963007359856513,0.341667544101818,8.66487280137728,-0.464141295404884,0.95451446569885,0.352663995146979,207
"result.16",-0.63392170619554,0.937205225859239,0.40259293996712,3.61092206098742,-0.628127153262354,0.937221118882122,0.389836103700317,208
"result.17",-0.617499091361207,0.938680363008656,0.392620837965131,4.01805353129514,-0.614486361006905,0.938342891977818,0.383787543491957,209
"result.18",-0.342400473867988,0.964669989142252,0.26204007108418,13.9778882057963,-0.580491840627723,0.940619031530708,0.343460878784458,210
"result.19",-0.560732208340994,0.944822411584231,0.320075132448303,14.2580502515945,-0.446287374339586,0.956030194192642,0.339993387100865,211
"result.20",-0.618258456405353,0.938586927899693,0.356339950106211,8.24014597318222,-0.714124559285294,0.929454037911456,0.390766045339682,212
"result.21",-0.397862844785542,0.959051549991119,0.315477902859823,10.285629364142,-0.599728491804153,0.939676456113238,0.352872578361585,213
"result.22",-0.346435438442242,0.96438705539338,0.496058074915124,2.26746968087953,-0.418381143138818,0.957903314874862,0.35070523601938,214
"result.23",-0.412339649662282,0.958341651395095,0.351660787361599,11.0326568844543,-0.497725500465671,0.950071423434061,0.384001975861862,215
"result.24",-0.671043570591938,0.933799624742975,0.393549737160182,8.07104851699063,-0.539395181876565,0.946353560370009,0.381479296169701,216
"result.25",-0.445825329720372,0.954385929772217,0.457334163760902,2.37904193021949,-0.495732670002939,0.950430418168356,0.380201625099349,217
"result.26",-0.527999909780569,0.949281672437601,0.335243879985783,3.309075248575,-0.528109893031893,0.94921350673132,0.324531115545658,218
"result.27",-0.473655102399128,0.95259508261805,0.308161364171346,13.6532084234894,-0.522849463747445,0.948538311544843,0.319116230912782,219
"result.28",-0.702502908838652,0.929563258192468,0.350988337319619,9.92294861918212,-0.632852003604798,0.93679925687244,0.329237331057708,220
"result.29",-0.63140647461547,0.937415585350859,0.406392094934781,26.0781646079581,-0.512107664841256,0.948512624334762,0.391581548573785,221
"result.30",-0.64526629921244,0.935683781287706,0.392167643863297,8.77449724262866,-0.589781530367942,0.941685127862936,0.376347582637216,222
"result.31",-0.734029663815241,0.928237678495259,0.361886174841449,3.97458375505747,-0.761696370263364,0.925808946100864,0.347802546258513,223
"result.32",-0.661422101108876,0.934878258422696,0.399889558859739,20.0446277728005,-0.647958118343861,0.935878101001995,0.408473783545637,224
"result.33",-0.555644508694454,0.94574137222901,0.418795861746024,6.17975503387958,-0.519106111156678,0.949523846964057,0.401810196730508,225
"result.34",-0.411989525827936,0.958300255099752,0.342211391600707,15.4670109667637,-0.530055480924726,0.946813056867409,0.365907022574007,226
"result.35",-0.526302793096005,0.949322414799631,0.357473862997168,4.61072707980079,-0.495114426288395,0.95177495098535,0.337844188145761,227
"result.36",-0.474962865733472,0.952249842693575,0.3540912494315,8.79944840770135,-0.504361730139078,0.949529997053155,0.360874045218275,228
"result.37",-0.449245354801392,0.954938780194807,0.327999946157846,7.25295037687996,-0.560610905279439,0.943622534733136,0.358771131981432,229
"result.38",-0.258088499252562,0.973969696200207,0.307408673216778,16.2723207213599,-0.307122410921771,0.969231485432982,0.32620309410646,230
"result.39",-0.460454400951033,0.953608723857122,0.318588650260959,7.611835432721,-0.464881181089495,0.953604624507285,0.333086284263763,231
"result.40",-0.521955377094837,0.947189144727685,0.314804756971921,7.78209937217689,-0.628406697945017,0.936924062507039,0.353684456613852,232
"result.41",-0.379457347231195,0.962660154711249,0.324089161901644,5.29653226948867,-0.441940289587097,0.956586474450361,0.352462304195889,233
"result.42",-0.568113443686767,0.943602929602221,0.336669164835664,6.21027424156827,-0.658905163539002,0.934577583192477,0.357931602344858,234
"result.43",-0.655475988158326,0.936596353545348,0.355361646346987,5.79731445752127,-0.657341479938111,0.936606360819191,0.354777868122566,235
"result.44",-0.425514018098328,0.956413927815751,0.309984640191659,11.8559430472611,-0.595353817032394,0.939347595806839,0.37704805647923,236
"result.45",-0.602633122921966,0.940479031985893,0.357187376200772,6.62950910645851,-0.517378900520409,0.948858006793384,0.364374653590231,237
"result.46",-0.366292287691947,0.963438965519693,0.321702729290434,12.4660974102658,-0.449944021647527,0.955326838008576,0.335994481069233,238
"result.47",-0.513930996950734,0.948619415914757,0.33702493779845,6.01089516886879,-0.577864319291044,0.943004279295043,0.356031907377815,239
"result.48",-0.795144674457665,0.921153829300317,0.364341015491126,8.66963401536686,-0.807782493508451,0.919206075456666,0.373760193916629,240
"result.49",-0.520078125459778,0.948266034388029,0.358485754016354,9.23504771390125,-0.443415513951061,0.955073622824552,0.362615278479825,241
"result.50",-0.798565553010905,0.919753437038381,0.355011051612021,8.11952266806779,-0.841637841764356,0.915941837024651,0.367238721464063,242
"result.51",-0.430729103305154,0.955920208109082,0.372526583628091,3.79511157299032,-0.464751808189666,0.95331971116762,0.328410111542401,243
"result.52",-0.492838356403418,0.952153768150287,0.280800506515349,21.2473797231249,-0.467383332780499,0.9541944781208,0.314463263767849,244
"result.53",-0.567645898379888,0.943082924861235,0.409878044447034,2.72012278024107,-0.517197423414259,0.947066389269,0.356508596188154,245
"result.54",-0.621793725930915,0.938096326088736,0.388911879668751,11.4748057829558,-0.552453375115245,0.94438213659483,0.381702653212679,246
"result.55",-0.553489297585723,0.945813892658604,0.316620028544309,5.51353985750049,-0.529794041769445,0.948145798310687,0.3076332319495,247
"result.56",-0.488317445607615,0.951896862566726,0.326621459565004,13.106277272935,-0.527553282785585,0.947743109879081,0.372772619045325,248
"result.57",-0.589874379438974,0.940555230713548,0.418572968189353,11.5205348677402,-0.517892343016102,0.947493829916475,0.399850201470685,249
"result.58",-0.574310545577558,0.943237126604134,0.360471721773606,18.140333155994,-0.604374630632421,0.94101593348532,0.365575219563423,250
"result.59",-0.382091719040139,0.959578549920059,0.356289626464375,5.13299128031863,-0.4987969650111,0.948960977052872,0.383663575576979,251
"result.60",-0.657544056678937,0.932896170619173,0.353272458063353,6.49088746380925,-0.683376091558752,0.930747409846179,0.37640590932581,252
"result.61",-0.514259306608766,0.950454579416946,0.355926120070205,13.4299270988336,-0.510019845420509,0.950563055741179,0.362990591094943,253
"result.62",-0.643263218936314,0.935228927508269,0.384910667530491,11.31780299775,-0.689655767422586,0.930248931137638,0.395290269899427,254
"result.63",-0.618904493777257,0.937749915783897,0.379036743909829,2.64796862455059,-0.521125533552794,0.947482690247227,0.321489290250625,255
"result.64",-0.487718564783007,0.950964987835267,0.324045028908177,6.55646252979304,-0.566566961304845,0.943483878714086,0.34944667104437,256
"result.65",-0.610206640754694,0.938193980113994,0.372617533351066,18.5363964989381,-0.569794640117952,0.942106665070424,0.384012463857265,257
"result.66",-0.337425882006154,0.966462373402141,0.299662109103649,13.8683480264279,-0.373469715322636,0.963228135763096,0.314590707936183,258
"result.68",-0.480332954905746,0.952087388703889,0.346987921737445,13.4467535510706,-0.46733463359812,0.952929260518804,0.378572215425735,260
"result.69",-0.409885421586594,0.960264336059554,0.298118845149688,8.16185681263893,-0.53906969252538,0.946979721491654,0.328280077406931,261
"result.70",-0.690552092138855,0.931183643223527,0.405762211424362,12.2095040472011,-0.709622137316076,0.92891014757285,0.414883390126715,262
"result.71",-0.482059113881374,0.951450568463125,0.321757454987279,8.93628915694909,-0.523501165609634,0.947586880724342,0.321727177189285,263
"result.72",-0.649218583759186,0.934401893106439,0.357459650902051,8.43614683621211,-0.668889938715731,0.933093122544919,0.372873204886143,264
"result.73",-0.436012029230591,0.956375908282838,0.297505579587903,3.05849232870609,-0.475468871999736,0.952278248709044,0.318799372873272,265
"result.74",-0.544248865174586,0.945771097099815,0.419839764501635,2.78434791974189,-0.531520328157106,0.946345334903915,0.382201711706638,266
"result.75",-0.290913556838118,0.972011012457202,0.310800877288701,3.36061747160599,-0.354738734079948,0.964515407087174,0.316013020629098,267
"result.76",-0.447929677596895,0.954495428620849,0.342343400780897,13.7706222205542,-0.394896975973874,0.960626486616075,0.342814279782165,268
"result.77",-0.381950188628079,0.96096317416082,0.323853028764214,4.20953988242983,-0.386882571305424,0.961455792156801,0.300307000065042,269
"result.78",-0.708564722000222,0.929245993593465,0.405082720309076,5.49397063460355,-0.699696689804741,0.930735198959037,0.39547636881635,270
"result.79",-0.286933580417945,0.972357680689242,0.31460387043943,6.76870211886312,-0.335510276975024,0.966284085745058,0.307897836237986,271
"result.80",-0.446014983408204,0.955231224248086,0.310145803844233,7.8094851264176,-0.513733966866353,0.948200694178948,0.321212990465397,272
"result.81",-0.703896681751457,0.928089437636683,0.490178548833861,2.63371712157582,-0.651824991812969,0.933907170891883,0.376432707652834,273
"result.82",-0.396379798253165,0.961040897339927,0.305831356201676,22.9431402858976,-0.427367810996384,0.957557357945679,0.308526983972424,274
"result.83",-0.674292756370741,0.932816979750669,0.371733606202302,2.65775239859356,-0.657982386274718,0.934711187298511,0.355231058609789,275
"result.84",-0.64110006397527,0.936303414843417,0.360046979466562,13.7888644417669,-0.56933783507521,0.944196217691387,0.335213186412612,276
"result.85",-0.35907492768363,0.964645953871383,0.310784377485895,12.5690767349455,-0.397111961697223,0.959897616148734,0.313350526115022,277
"result.86",-0.626301248724025,0.937602278996141,0.371118881296058,9.06765884508466,-0.473117622239545,0.952995141173229,0.355765678342151,278
"result.87",-0.307623391270403,0.967247798849304,0.335308956486414,3.19947340082698,-0.445912491687384,0.953969977611514,0.334785333302322,279
"result.88",-0.476086531990686,0.955358552282845,0.354833110756526,6.00118667357635,-0.528125335976778,0.948955948513328,0.383954741833585,280
"result.89",-0.629856813319894,0.937238058850951,0.375692182769116,3.47987375774352,-0.661007143600767,0.933966262795056,0.354448439530289,281
"result.90",-0.494546738297597,0.951440242779253,0.356071411476185,14.6587846799068,-0.610716142221924,0.939776265499863,0.394089719825704,282
"result.91",-0.444704482994435,0.956384579698041,0.360699765722218,7.36371275471654,-0.405739017727276,0.95929277044678,0.344043377081288,283
"result.92",-0.310937098193974,0.968000046640531,0.349458029769512,3.92950735569048,-0.309325202531295,0.969613397056618,0.329709862923411,284
"result.93",-0.782135795133376,0.922482216636685,0.436699715028332,7.06324916526092,-0.77177301649658,0.922992072870636,0.40612521130583,285
"result.94",-0.308405357184549,0.968285697447286,0.316338871188184,13.4870475442852,-0.384168829622473,0.960623706578968,0.326771689668535,286
"result.95",-0.495499581374809,0.949112880004372,0.373403214046931,4.1989096776234,-0.343277404712865,0.964415617437498,0.316574232456699,287
