"","omega","","",""
"result.319",0.0117354833568164,0.00645046506003411,0.00644761710120889,319
"result.320",0.0129049423496443,0.00924386958553924,0.00923978830461891,320
"result.321",0.0144845366994719,0.0111507315912078,0.0111458084075124,321
"result.322",0.0166383539338109,0.0132007792024424,0.0131949508977769,322
"result.323",0.01511030345243,0.0158605762747825,0.0158535736373366,323
"result.324",0.0137654468652189,0.0158924537099878,0.0158854369982677,324
"result.325",0.0127735671461541,0.0157706694545467,0.0157637065120539,325
"result.326",0.0171589804444084,0.0148992754682169,0.0148926972567764,326
"result.327",0.0157754462601686,0.0180477533389976,0.0180397850362581,327
"result.328",0.014768989260306,0.0166649291509273,0.0166575713818915,328
"result.329",0.0135024370856117,0.016108505094202,0.016101392993157,329
"result.330",0.0139498830542729,0.0133830067447533,0.0133770979844101,330
"result.331",0.0127800985160041,0.0132297461707438,0.0132239050768064,331
"result.332",0.0139534762533018,0.0131625357642164,0.0131567243444906,332
"result.333",0.0157908686387712,0.0141936116459291,0.0141873449936654,333
"result.334",0.0144709984830872,0.0166229017949249,0.0166155625814852,334
"result.335",0.0136440429379579,0.0126812036558803,0.012675604750136,335
"result.336",0.0130188808886072,0.0130274397641656,0.0130216879909639,336
"result.337",0.0149233460422157,0.0127993788424234,0.0127937277609007,337
"result.338",0.0136568224299633,0.0140755025943449,0.0140692880886562,338
"result.339",0.0124978470773877,0.0137715689017099,0.0137654885864364,339
"result.340",0.0128424788936012,0.0136961759833198,0.0136901289549414,340
"result.341",0.0128869907120123,0.0128475101957903,0.0128418378636823,341
"result.342",0.0138748103353049,0.0113344461896574,0.0113294418937286,342
"result.343",0.0128177283832469,0.0123954454476873,0.0123899727076733,343
"result.344",0.0121571591984092,0.0113964334686827,0.0113914018046231,344
"result.345",0.0115418729760398,0.0113581968533154,0.0113531820711827,345
"result.346",0.0107793277222197,0.00962293191718544,0.00961868327564019,346
"result.347",0.0156149525871838,0.00964599466708904,0.00964173584305428,347
"result.348",0.0145970323976145,0.0147327972922326,0.0147262925829423,348
"result.349",0.0136808738343798,0.0138688878612427,0.0138627645784695,349
"result.350",0.0160142449877021,0.013528815198562,0.0135228420620095,350
"result.351",0.0146214351110429,0.0146328504677555,0.014626389886196,351
"result.352",0.0133730627384104,0.0147908824124059,0.0147843520578235,352
"result.353",0.0122869780066351,0.0147186936021413,0.0147121951197917,353
"result.354",0.0129887471716269,0.0145765493087637,0.0145701135848597,354
"result.355",0.0122438822823682,0.0154572866896174,0.0154504621094347,355
"result.356",0.011297543389064,0.0117331729682277,0.0117279926295666,356
"result.357",0.0106389266021423,0.0114178484406509,0.0114128073216122,357
"result.358",0.0114356233835419,0.0112009887850277,0.0111960434121627,358
"result.359",0.011270819433137,0.00683415940768128,0.00683114204313284,359
"result.360",0.0174859481293788,0.00696403034623216,0.00696095564209287,360
"result.361",0.0162224868563101,0.015207666747223,0.0152009523772776,361
"result.362",0.0147493467457023,0.0155396082236265,0.0155327472974918,362
"result.363",0.0135387410667996,0.0143780175167549,0.0143716694470513,363
"result.364",0.0148860807822246,0.0139825500675457,0.0139763766015264,364
"result.365",0.0136120997512866,0.0149174589563117,0.0149108727166478,365
"result.366",0.0126888113123444,0.0149647315710055,0.014958124459902,366
"result.367",0.0117153022455903,0.0137968492452032,0.0137907577683691,367
"result.368",0.010867094127193,0.0125860991477467,0.0125805422318095,368
"result.369",0.0124553997574116,0.00760375179913098,0.0076003946501757,369
"result.370",0.0118989013091352,0.00889806996456599,0.00889414135838962,370
"result.371",0.011989838130149,0.00866588068567609,0.00866205459389136,371
"result.372",0.0135699569323705,0.00879214246294424,0.00878826062504601,372
"result.373",0.0134442696145167,0.00863123045193248,0.00862741965864444,373
"result.374",0.013252529003551,0.00858599621459888,0.0085822053927771,374
"result.375",0.012483805989533,0.0100967764527056,0.0100923186030215,375
"result.376",0.0118085265499825,0.00988307269324906,0.00987870919637857,376
"result.377",0.0124952003754611,0.00953353780676736,0.00952932863381051,377
"result.378",0.0115479568689871,0.0116759669599773,0.0116708118784672,378
"result.379",0.0154988798331541,0.0116563247272481,0.0116511783180258,379
"result.380",0.0149836934715814,0.0151986965736981,0.0151919861642043,380
"result.381",0.0141125727626556,0.0141752132732975,0.0141689547441288,381
"result.382",0.0132954201514065,0.0137190978527215,0.0137130407040544,382
"result.383",0.0137018995921844,0.0135298828007038,0.0135239091927915,383
"result.384",0.0207580785680368,0.0141379732497526,0.0141317311625144,384
"result.385",0.0194265933097401,0.0200991888478441,0.0200903148113625,385
"result.386",0.018664469898609,0.0193395453412606,0.0193310066966248,386
"result.387",0.0191858155496337,0.0195781749785837,0.0195695309760637,387
"result.388",0.0198872087692776,0.0150534285934114,0.0150467823214839,388
"result.389",0.018006364257971,0.0194014640926312,0.0193928981101195,389
"result.390",0.0184734512264683,0.0198156063664996,0.0198068575351371,390
"result.391",0.0385874528370088,0.0203601407832608,0.0203511515333261,391
"result.392",0.0373533321894188,0.035977559962312,0.0359616754317571,392
"result.393",0.0591229195298602,0.0353274014019362,0.0353118039242801,393
"result.394",0.0536811259931993,0.0513034245764956,0.0512807734901983,394
"result.395",0.0487646404652094,0.052773704545352,0.0527504043125546,395
"result.396",0.0434042066107935,0.0532955025450477,0.0532719719320696,396
"result.397",0.0453424873478353,0.0526348085076975,0.0526115695991862,397
"result.398",0.040499609682311,0.0559594314403498,0.0559347246703581,398
"result.399",0.0377922354849421,0.0554937195326417,0.055469218380118,399
"result.400",0.0336480376311495,0.0482007127484465,0.048179431547176,400
"result.401",0.0356148973617149,0.0472894917948494,0.0472686129087165,401
"result.402",0.0317804118399303,0.0270223153312585,0.0270103846501897,402
"result.403",0.034624033816026,0.0267053575262892,0.0266935667859443,403
"result.404",0.0308804043716658,0.0288929638913871,0.0288802072962042,404
"result.405",0.0280268137155014,0.0289243849309671,0.0289116144630199,405
"result.406",0.0280841757729033,0.0244581838026718,0.0244473852168809,406
"result.407",0.0250304057209886,0.0242206898098587,0.0242099960805504,407
"result.408",0.0244473283516453,0.0197266840577939,0.0197179744867029,408
"result.409",0.0220699901628947,0.0231306786519028,0.02312046617579,409
"result.410",0.0201660670004433,0.0201365163535101,0.0201276258364729,410
"result.411",0.0210973403758278,0.0200770743113523,0.0200682100387084,411
"result.412",0.019094956538381,0.0179151260790391,0.0179072163328513,412
"result.413",0.0181897412587238,0.0179528111787803,0.0179448847941686,413
